EID	massfeature_rows	str_row_ion	compounds	compound_names
E2	row16	row16_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E3	row17	row17_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E7	row21;row44	row21_M+H[1+];row44_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E9	row31	row31_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E10	row35	row35_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E11	row36	row36_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E12	row45	row45_M+H[1+]	C02714	N-Acetylputrescine
E13	row47	row47_M+H[1+]	C00250	Pyridoxal
E14	row50;row51	row50_M+H[1+];row51_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E15	row52	row52_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E16	row53;row59	row53_M+H[1+];row59_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E21	row83	row83_M+H[1+]	C02505	2-Phenylacetamide
E22	row93	row93_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E24	row228;row236;row97	row228_M+H[1+];row236_M(C13)+H[1+];row97_M+Na[1+]	C00242	Guanine
E25	row229;row237	row229_M+H[1+];row237_M(C13)+H[1+]	C00242	Guanine
E26	row100	row100_M+H[1+]	C00108	Anthranilate
E27	row108	row108_M+H[1+]	C02693	Indole-3-acetamide
E29	row111;row121	row111_M+H[1+];row121_M(C13)+H[1+]	C00437	N2-Acetyl-L-ornithine
E31	row119;row311	row119_M+Na[1+];row311_M(C13)+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E32	row120	row120_M+Na[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E38	row132	row132_M+H[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E39	row1079	row1079_M+Na[1+]	C06196	2'-Deoxyinosine 5'-phosphate; dIMP
E43	row158	row158_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E44	row158;row163;row453	row158_M+H[1+];row163_M(C13)+H[1+];row453_M+Na[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E48	row170	row170_M+H[1+]	C01035	4-Guanidinobutanoate
E49	row169;row184	row169_M+H[1+];row184_M(C13)+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E50	row171;row191	row171_M+H[1+];row191_M(C13)+H[1+]	C05543	3-Dehydroxycarnitine
E51	row172	row172_M+H[1+]	C05543	3-Dehydroxycarnitine
E54	row175;row194	row175_M+H[1+];row194_M(C13)+H[1+]	CE5586;C00315	dehydrospermidine$Spermidine
E57	row186	row186_M+H[1+]	C03740	5-L-Glutamyl-L-alanine
E58	row187	row187_M+H[1+]	C03740	5-L-Glutamyl-L-alanine
E59	row188	row188_M+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
E60	row196	row196_M+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E62	row206	row206_M+H[1+]	C00864	(R)-Pantothenate
E63	row1348;row207	row1348_M+Na[1+];row207_M+2H[2+]	CE2054;CE5976	20-carboxy-leukotriene-B4$12-oxo-10,11-dihydro-20-COOH-LTB4
E64	row208	row208_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E67	row218	row218_M+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol
E68	row565	row565_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine
E69	row226;row566	row226_M+H[1+];row566_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine
E71	row235	row235_M+H[1+]	C00385	Xanthine
E74	row248;row253	row248_M+H[1+];row253_M(C13)+H[1+]	C00380	Cytosine
E78	row260	row260_M+H[1+]	C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E80	row261	row261_M+H[1+]	C00791	
E82	row265;row394	row265_M+Na[1+];row394_M+HCOONa[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E84	row276	row276_M+H[1+]	C00141	3-Methyl-2-oxobutanoate
E85	row297	row297_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E87	row307	row307_M+H[1+]	C00637	Indole-3-acetaldehyde
E88	row321	row321_M+H[1+]	C05829	
E92	row343	row343_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E93	row348;row349	row348_M+H[1+];row349_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E94	row350	row350_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E95	row368;row377	row368_M+H[1+];row377_M(C13)+H[1+]	C00153	Nicotinamide
E98	row390	row390_M+H[1+]	C00245	Taurine
E99	row394	row394_M+Na[1+]	C02076	sedoheptulose
E100	row398	row398_M+Na[1+]	C00093	Glycerol 3-phosphate
E103	row424	row424_M+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E105	row430;row454	row430_M+H[1+];row454_M(C13)+H[1+]	CE5860	
E106	row431;row455;row456;row954	row431_M+H[1+];row455_M(C13)+H[1+];row456_M(C13)+H[1+];row954_M+Na[1+]	CE5860	
E109	row451	row451_M+Na[1+]	C00062;C00792	L-Arginine$D-Arginine; D-2-Amino-5-guanidinovaleric acid
E111	row471	row471_M+Na[1+]	C00954;C05634	Indole-3-acetate$5-Hydroxyindoleacetaldehyde
E112	row472	row472_M+H[1+]	C04692	Peptide 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; 2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine; EF-2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; Elongation factor 2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine
E114	row492	row492_M+H[1+]	C00268;C02953;C04244	6,7-Dihydrobiopterin$7,8-Dihydrobiopterin$6-Lactoyl-5,6,7,8-tetrahydropterin
E115	row473;row474	row473_M+H[1+];row474_M+H[1+]	C07501	Felbamate
E119	row478;row479	row478_M+H[1+];row479_M+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine
E124	row513	row513_M+H[1+]	C00836	Sphinganine
E125	row518	row518_M+Na[1+]	CE5820	histidyl-prolinamide
E126	row519	row519_M+H[1+]	C12215	Iminoerythrose 4-phosphate; Imino-D-erythrose 4-phosphate
E127	row526;row904	row526_M+H[1+];row904_M+Na[1+]	CE5795	neuromedin B (1-3)
E128	row533	row533_M+H[1+]	C06114	gamma-Glutamyl-beta-aminopropiononitrile; gamma-Glutamyl-3-aminopropiononitrile
E130	row545	row545_M+Na[1+]	CE5588	deoxyhypusine
E132	row571;row737;row768	row571_M+Na[1+];row737_M+H[1+];row768_M(C13)+H[1+]	C00387	Guanosine
E133	row1098;row585;row615	row1098_M+Na[1+];row585_M+H[1+];row615_M(C13)+H[1+]	C05711;C00475	gamma-Glutamyl-beta-cyanoalanine$Cytidine
E136	row1815;row1816	row1815_M+H[1+];row1816_M(C13)+H[1+]	C00127	Oxidized glutathione
E137	row609	row609_M+Na[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
E138	row610	row610_M+Na[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
E141	row615	row615_M+H[1+]	C00120	Biotin; D-Biotin; Vitamin H; Coenzyme R
E142	row621	row621_M+H[1+]	C02567	N1-Acetylspermine
E143	row622	row622_M+Na[1+]	C03838	N1-(5-Phospho-D-ribosyl)glycinamide
E147	row711	row711_M+Na[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
E148	row712	row712_M+Na[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
