pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Aspartate and asparagine metabolism	11	18	0.00201663725737333	E68,E29,E232,E109,E12,E57,E69,E58,E14,E130,E48	C01239,C00437,C00016,C00062/C00792,C02714,C03740,C01239,C03740,C01165/C01157/C00430/C03440/C01110,CE5588,C01035	N-Acetyl-beta-D-glucosaminylamine$N2-Acetyl-L-ornithine$Flavin adenine dinucleotide oxidized$L-Arginine/D-Arginine; D-2-Amino-5-guanidinovaleric acid$N-Acetylputrescine$5-L-Glutamyl-L-alanine$N-Acetyl-beta-D-glucosaminylamine$5-L-Glutamyl-L-alanine$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$deoxyhypusine$4-Guanidinobutanoate
Vitamin B9 (folate) metabolism	2	2	0.034198806822956056	E232,E143	C00016,C03838	Flavin adenine dinucleotide oxidized$N1-(5-Phospho-D-ribosyl)glycinamide
Tyrosine metabolism	7	15	0.04646668347197715	E103,E49,E64,E227,E21,E114,E22	C16586/CE2173,C09642,CE4888/C05578,C00167,C02505,C00268/C02953/C04244,C07086/C03765	2-Phenyl-1,3-propanediol monocarbamate/$(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol$dopaminochrome/5,6-Dihydroxyindole; DHI$UDP-D-glucuronate$2-Phenylacetamide$6,7-Dihydrobiopterin/7,8-Dihydrobiopterin/6-Lactoyl-5,6,7,8-tetrahydropterin$Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid/4-Hydroxyphenylacetaldehyde
Arginine and Proline Metabolism	4	7	0.04781110831022603	E109,E12,E232,E14	C00062/C00792,C02714,C00016,C01165/C01157/C00430/C03440/C01110	L-Arginine/D-Arginine; D-2-Amino-5-guanidinovaleric acid$N-Acetylputrescine$Flavin adenine dinucleotide oxidized$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
Galactose metabolism	4	8	0.06789345433156878	E229,E3,E138,E196	,,,	$$$
Porphyrin metabolism	3	6	0.09469792454415596	E232,E227,E14	C00016,C00167,C01165/C01157/C00430/C03440/C01110	Flavin adenine dinucleotide oxidized$UDP-D-glucuronate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
Glycine, serine, alanine and threonine metabolism	5	12	0.1085623056885976	E109,E232,E32,E14,E85	C00062/C00792,C00016,,C01165/C01157/C00430/C03440/C01110,	L-Arginine/D-Arginine; D-2-Amino-5-guanidinovaleric acid$Flavin adenine dinucleotide oxidized$$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$
Urea cycle/amino group metabolism	6	15	0.10898243845055038	E29,E109,E232,E24,E14,E85	C00437,C00062/C00792,C00016,,C01165/C01157/C00430/C03440/C01110,	N2-Acetyl-L-ornithine$L-Arginine/D-Arginine; D-2-Amino-5-guanidinovaleric acid$Flavin adenine dinucleotide oxidized$$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$
R Group Synthesis	1	1	0.12730022687169146	E232	C00016	Flavin adenine dinucleotide oxidized
Di-unsaturated fatty acid beta-oxidation	1	1	0.12730022687169146	E232	C00016	Flavin adenine dinucleotide oxidized
Vitamin B2 (riboflavin) metabolism	1	1	0.12730022687169146	E232	C00016	Flavin adenine dinucleotide oxidized
Squalene and cholesterol biosynthesis	1	1	0.12730022687169146	E232	C00016	Flavin adenine dinucleotide oxidized
Propanoate metabolism	1	1	0.12730022687169146	E232	C00016	Flavin adenine dinucleotide oxidized
Biopterin metabolism	1	1	0.12730022687169146	E114	C00268/C02953/C04244	6,7-Dihydrobiopterin/7,8-Dihydrobiopterin/6-Lactoyl-5,6,7,8-tetrahydropterin
Fatty acid oxidation	1	1	0.12730022687169146	E232	C00016	Flavin adenine dinucleotide oxidized
Saturated fatty acids beta-oxidation	1	1	0.12730022687169146	E232	C00016	Flavin adenine dinucleotide oxidized
Mono-unsaturated fatty acid beta-oxidation	1	1	0.12730022687169146	E232	C00016	Flavin adenine dinucleotide oxidized
Alanine and Aspartate Metabolism	1	1	0.12730022687169146	E109	C00062/C00792	L-Arginine/D-Arginine; D-2-Amino-5-guanidinovaleric acid
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	1	1	0.12730022687169146	E232	C00016	Flavin adenine dinucleotide oxidized
Vitamin B6 (pyridoxine) metabolism	1	1	0.12730022687169146	E13		
Fatty acid activation	1	1	0.12730022687169146	E232	C00016	Flavin adenine dinucleotide oxidized
Nucleotide Sugar Metabolism	1	1	0.12730022687169146	E227	C00167	UDP-D-glucuronate
Hexose phosphorylation	2	4	0.16385177716158306	E3,E138	,	$
Drug metabolism - cytochrome P450	2	4	0.16385177716158306	E103,E115	C16586/CE2173,	2-Phenyl-1,3-propanediol monocarbamate/$
Butanoate metabolism	2	4	0.16385177716158306	E232,E32	C00016,	Flavin adenine dinucleotide oxidized$
Glutathione Metabolism	2	4	0.16385177716158306	E57,E58	C03740,C03740	5-L-Glutamyl-L-alanine$5-L-Glutamyl-L-alanine
N-Glycan Degradation	2	4	0.16385177716158306	E138,E196	,	$
Pentose phosphate pathway	2	4	0.16385177716158306	E126,E138	,	$
Glycosphingolipid metabolism	5	14	0.19309301739349635	E138,E235,E232,E229,E230	,,C00016,,	$$Flavin adenine dinucleotide oxidized$$
Glycosphingolipid biosynthesis - globoseries	4	11	0.19981514158474079	E229,E138,E235,E230	,,,	$$$
Tryptophan metabolism	4	11	0.19981514158474079	E232,E114,E105,E106	C00016,C00268/C02953/C04244,,	Flavin adenine dinucleotide oxidized$6,7-Dihydrobiopterin/7,8-Dihydrobiopterin/6-Lactoyl-5,6,7,8-tetrahydropterin$$
Fructose and mannose metabolism	3	8	0.20527686749012689	E3,E138,E230	,,	$$
Starch and Sucrose Metabolism	3	8	0.20527686749012689	E227,E229,E138	C00167,,	UDP-D-glucuronate$$
Sialic acid metabolism	2	5	0.21704058482480465	E138,E235	,	$
Proteoglycan biosynthesis	2	5	0.21704058482480465	E227,E229	C00167,	UDP-D-glucuronate$
Bile acid biosynthesis	1	2	0.23779514326527182	E232	C00016	Flavin adenine dinucleotide oxidized
TCA cycle	1	2	0.23779514326527182	E232	C00016	Flavin adenine dinucleotide oxidized
Glycosphingolipid biosynthesis - ganglioseries	3	9	0.2549365599529451	E229,E235,E230	,,	$$
Glycosphingolipid biosynthesis - lactoseries	3	9	0.2549365599529451	E229,E235,E230	,,	$$
Blood Group Biosynthesis	3	9	0.2549365599529451	E229,E235,E230	,,	$$
Glycosphingolipid biosynthesis - neolactoseries	3	9	0.2549365599529451	E229,E235,E230	,,	$$
Lysine metabolism	2	6	0.26678430384001345	E232,E50	C00016,	Flavin adenine dinucleotide oxidized$
N-Glycan biosynthesis	4	14	0.29879842030081505	E229,E138,E235,E230	,,,	$$$
Vitamin A (retinol) metabolism	1	3	0.2994706327199395	E227	C00167	UDP-D-glucuronate
Vitamin B3 (nicotinate and nicotinamide) metabolism	1	3	0.2994706327199395	E109	C00062/C00792	L-Arginine/D-Arginine; D-2-Amino-5-guanidinovaleric acid
C21-steroid hormone biosynthesis and metabolism	1	3	0.2994706327199395	E227	C00167	UDP-D-glucuronate
Valine, leucine and isoleucine degradation	2	7	0.31014200487354004	E232,E32	C00016,	Flavin adenine dinucleotide oxidized$
Keratan sulfate biosynthesis	2	7	0.31014200487354004	E229,E235	,	$
O-Glycan biosynthesis	2	7	0.31014200487354004	E229,E235	,	$
Aminosugars metabolism	2	7	0.31014200487354004	E196,E235	,	$
Hyaluronan Metabolism	1	4	0.35795311318376605	E227	C00167	UDP-D-glucuronate
Glycolysis and Gluconeogenesis	1	4	0.35795311318376605	E138		
Histidine metabolism	1	4	0.35795311318376605	E149		
Androgen and estrogen biosynthesis and metabolism	1	4	0.35795311318376605	E227	C00167	UDP-D-glucuronate
Xenobiotics metabolism	1	4	0.35795311318376605	E227	C00167	UDP-D-glucuronate
Arachidonic acid metabolism	1	4	0.35795311318376605	E232	C00016	Flavin adenine dinucleotide oxidized
Purine metabolism	2	9	0.3878665658348038	E24,E143	,C03838	$N1-(5-Phospho-D-ribosyl)glycinamide
Linoleate metabolism	1	5	0.39551298210234437	E227	C00167	UDP-D-glucuronate
Pentose and Glucuronate Interconversions	1	5	0.39551298210234437	E227	C00167	UDP-D-glucuronate
Beta-Alanine metabolism	1	5	0.39551298210234437	E149		
Phosphatidylinositol phosphate metabolism	1	8	0.42752709856314597	E138		
Pyrimidine metabolism	1	11	0.43542559448785817	E229		
Glycerophospholipid metabolism	1	12	0.43609780690698263	E138		
Vitamin D3 (cholecalciferol) metabolism	0	1	0.4370220989832787			
C5-Branched dibasic acid metabolism	0	2	0.4370220989832787			
Pyruvate Metabolism	0	2	0.4370220989832787			
Chondroitin sulfate degradation	0	0	0.4370220989832787			
Putative anti-Inflammatory metabolites formation from EPA	0	1	0.4370220989832787			
Keratan sulfate degradation	0	4	0.4370220989832787			
Glycerolipid metabolism	0	0	0.4370220989832787			
Carnitine shuttle	0	3	0.4370220989832787			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.4370220989832787			
Alkaloid biosynthesis II	0	0	0.4370220989832787			
Vitamin B1 (thiamin) metabolism	0	1	0.4370220989832787			
Vitamin B5 - CoA biosynthesis from pantothenate	0	2	0.4370220989832787			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.4370220989832787			
Parathio degradation	0	0	0.4370220989832787			
Electron transport chain	0	0	0.4370220989832787			
Vitamin H (biotin) metabolism	0	1	0.4370220989832787			
Vitamin E metabolism	0	1	0.4370220989832787			
Caffeine metabolism	0	0	0.4370220989832787			
Lipoate metabolism	0	0	0.4370220989832787			
Heparan sulfate biosynthesis	0	0	0.4370220989832787			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.4370220989832787			
De novo fatty acid biosynthesis	0	0	0.4370220989832787			
Fatty Acid Metabolism	0	0	0.4370220989832787			
Glycosaminoglycan degradation	0	0	0.4370220989832787			
ROS Detoxification	0	0	0.4370220989832787			
CoA Catabolism	0	2	0.4370220989832787			
Omega-3 fatty acid metabolism	0	0	0.4370220989832787			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	2	0.4370220989832787			
Geraniol degradation	0	0	0.4370220989832787			
D4&E4-neuroprostanes formation	0	0	0.4370220989832787			
Vitamin D	0	0	0.4370220989832787			
Dynorphin metabolism	0	0	0.4370220989832787			
Heparan sulfate degradation	0	0	0.4370220989832787			
Fatty acid oxidation, peroxisome	0	0	0.4370220989832787			
Polyunsaturated fatty acid biosynthesis	0	0	0.4370220989832787			
3-Chloroacrylic acid degradation	0	0	0.4370220989832787			
Sphingolipid metabolism	0	0	0.4370220989832787			
Limonene and pinene degradation	0	0	0.4370220989832787			
Vitamin K metabolism	0	0	0.4370220989832787			
Glutamate metabolism	0	3	0.4370220989832787			
Benzoate degradation via CoA ligation	0	0	0.4370220989832787			
Prostaglandin formation from arachidonate	0	0	0.4370220989832787			
Atrazine degradation	0	0	0.4370220989832787			
Leukotriene metabolism	0	2	0.4370220989832787			
Vitamin B12 (cyanocobalamin) metabolism	0	1	0.4370220989832787			
Carbon fixation	0	0	0.4370220989832787			
Ubiquinone Biosynthesis	0	1	0.4370220989832787			
1- and 2-Methylnaphthalene degradation	0	0	0.4370220989832787			
Nitrogen metabolism	0	0	0.4370220989832787			
Drug metabolism - other enzymes	0	1	0.4370220989832787			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.4370220989832787			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.4370220989832787			
Omega-6 fatty acid metabolism	0	0	0.4370220989832787			
Phytanic acid peroxisomal oxidation	0	0	0.4370220989832787			
Methionine and cysteine metabolism	0	4	0.4370220989832787			
Selenoamino acid metabolism	0	0	0.4370220989832787			
