pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Aspartate and asparagine metabolism	6	7	8.402655239055541e-05	E220,E137,E36,E77,E12,E72	C04540,C03415,C00217/C00025/C05938,C01029/C00612,C01879/C04281/C04282,C03239/C02946/C04076	N4-(Acetyl-beta-D-glucosaminyl)asparagine$N2-Succinyl-L-ornithine; (2S)-5-Amino-2-(3-carboxypropanoylamino)pentanoic acid$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$/N1-Acetylspermidine$5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
Putative anti-Inflammatory metabolites formation from EPA	3	3	0.0017645576002016637	E232,E36,E234	CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088,C00217/C00025/C05938,CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088	/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3
Arachidonic acid metabolism	3	4	0.009663053524913872	E232,E36,E234	CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088,C00217/C00025/C05938,CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088	/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3
Leukotriene metabolism	3	4	0.009663053524913872	E232,E226,E234	CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088,CE5139,CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088	/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3$12-oxo-20-dihydroxy-leukotriene B4$/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3
N-Glycan Degradation	2	2	0.010923451810772204	E82,E105	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159,C01074/C00645/C00140	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Aminosugars metabolism	2	2	0.010923451810772204	E36,E105	C00217/C00025/C05938,C01074/C00645/C00140	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Arginine and Proline Metabolism	4	7	0.012856062515754978	E50,E36,E12,E72	C00122,C00217/C00025/C05938,C01879/C04281/C04282,C03239/C02946/C04076	Fumarate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
Glutathione Metabolism	2	3	0.0348710192420805	E36,E12	C00217/C00025/C05938,C01879/C04281/C04282	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate
Urea cycle/amino group metabolism	4	10	0.08327031341904041	E50,E36,E28,E72	C00122,C00217/C00025/C05938,,C03239/C02946/C04076	Fumarate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
Hyaluronan Metabolism	1	1	0.08999243761028485	E105	C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
