input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row3	E3	row29_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row3	132.0769	252.96	0.0161121459561102	6.251968503522299	C4H9N3O2
row29	E3	row29_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row29	133.0801	252.83	0.09526721085387338	2.9804865176476816	C4H9N3O2
row31	E6	row31_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate	row31	133.0861	26.79	0.01957668795190034	5.7979251101234555	
row38	E7	row38_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate	row38	219.0476	192.56	0.4367763094054101	-1.0330580347968992	
row60	E10	row399_M+Na[1+];row60_M+H[1+];row87_M(C13)+H[1+]	C00864	(R)-Pantothenate	row60	220.1181	179.0	0.8135299435398081	0.31615209655401394	C9H17NO5
row86	E16	row101_M(C13)+H[1+];row86_M+H[1+]	C00643	5-Hydroxy-L-tryptophan	row86	221.0922	191.51	0.03031587995491065	-4.807546010528481	C11H12N2O3
row87	E10	row399_M+Na[1+];row60_M+H[1+];row87_M(C13)+H[1+]	C00864	(R)-Pantothenate	row87	221.1214	178.87	0.5074852390805646	0.8771108828069474	C9H17NO5
row101	E16	row101_M(C13)+H[1+];row86_M+H[1+]	C00643	5-Hydroxy-L-tryptophan	row101	222.0956	191.25	0.02649401672445568	-5.109279409663913	C11H12N2O3
row118	E21	row118_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde	row118	137.0598	204.41	0.547646062615629	-0.7946544128054601	C8H8O2
row127	E24	row127_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline	row127	138.0526	222.17	0.007567669751097556	-8.333070103966962	
row134	E26	row134_M+H[1+]	C00785	Urocanate	row134	139.0503	182.68	0.20680587481235682	-1.8704581533616893	C6H6N2O2
row155	E29	row155_M+Na[1+]	CE2949		row155	226.0107	388.93	0.5611383614093296	-0.7670621614603392	
row161	E30	row161_M(C13)+H[1+];row583_M+Na[1+];row584_M+Na[1+]	C00082;CE2174	L-Tyrosine$	row161	183.0844	204.27	0.19090176840003686	-2.165431258305897	C9H11NO3
row172	E32	row172_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol	row172	184.097	30.07	0.006201658338632333	9.016758724184832	
