EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row9	row9_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E2	row10	row10_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E5	row1464	row1464_M+Na[1+]	C01762	Xanthosine
E7	row76;row77;row78	row76_M+Na[1+];row77_M+Na[1+];row78_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E13	row51;row73	row51_M+H[1+];row73_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E14	row145;row146	row145_M+Na[1+];row146_M+Na[1+]	C01119	Oxidized dithiothreitol
E17	row71	row71_M+Na[1+]	C00073	L-Methionine
E22	row93	row93_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E24	row99	row99_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E25	row108	row108_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E34	row137	row137_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E39	row164	row164_M+H[1+]	C00439	N-Formimidoyl-L-glutamate
E42	row175	row175_M+H[1+]	CE5665	leukoaminochrome
E43	row178	row178_M+H[1+]	C05527	3-Sulfinopyruvate
E45	row185	row185_M+Na[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E46	row188	row188_M+H[1+]	C08276	
E47	row193	row193_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E48	row195	row195_M+H[1+]	C09815	Benzamide
E51	row249	row249_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E52	row257	row257_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E56	row282	row282_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E59	row284	row284_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E60	row285	row285_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
