SOURCE	TARGET	ENZYMES
ksi_deg32	C00140	3.2.1.52
C04506	C00019	2.1.1.100
C14778	C00219	1.14.14.1
C05444	C16596	1.1.1.1
hs_deg25	C00140	3.2.1.50
C00897	C00267	3.2.1.20;3.2.1.1
G00246	C00140	;2.4.1.90
C00169	C00031	
C07453	C00019	;2.1.1.6
G00370	C00031	3.2.1.22
G00370	C00137	3.2.1.22
G00370	C00159	3.2.1.22
C00541	C00019	;2.1.1.13
C00547	C00019	;2.1.1.28;2.1.1.6
C01170	C00645	5.1.3.14
C04156	C00019	2.1.1.36
C05522	C00019	2.1.1.37
ksi_deg29	C00140	3.2.1.52
C03542	C00019	2.1.1.67
C06439	CE7088	5.3.99.3
C00388	C00019	2.1.1.8
C06409	C00019	1.16.1.8
C00226	C16596	1.1.1.1
C00226	C00219	1.14.15.3
C05313	C00019	2.1.1.114
C02339	C00019	2.1.1.56
G10517	C05394	3.2.1.23
G10517	C00221	3.2.1.23
G10517	C00267	3.2.1.23
glygn4	C00031	3.2.1.10;3.2.1.1
C01290	C00984	3.2.1.22
C01290	C00031	3.2.1.22
C01290	C00137	3.2.1.22
C01290	C05394	3.2.1.23
C01290	C00221	3.2.1.23
C01290	C00962	3.2.1.23
C01290	C00140	3.2.1.52
C01290	C00159	3.2.1.22
C01290	C00267	3.2.1.23
C00340	C00219	1.14.15.3
C00625	C00140	5.1.3.8
C00625	C00645	5.1.3.8;2.7.1.60
C00461	C00140	3.2.1.14
C14768	C00219	1.14.14.1
glygn3	C00031	3.2.1.33;2.4.1.1
C02052	C00267	3.2.1.1
C05805	C00019	2.1.1.114
C04748	C00019	2.1.1.100
C00492	C00031	3.2.1.22
C00492	C00137	3.2.1.22
C00492	C00159	3.2.1.22
C00166	C01180	1.4.3.2;2.6.1.5
C00166	C00078	1.4.3.2
CE2837	C00267	3.2.1.1
ksii_core2_deg9	C00140	3.2.1.52
hs_deg20	C00140	3.10.1.1;3.2.1.50
hs_deg14	C00140	3.10.1.1;3.2.1.50
C02442	C00019	;2.1.1.49;2.1.1.6
C03035	C00219	;3.1.2.2;6.2.1.3
C05587	C00019	2.1.1.6
C00082	C01180	1.4.3.2;2.6.1.5
C00082	C00078	;1.4.3.2;4.1.1.28
C00058	C02406	3.5.1.49;3.5.1.9
C00058	C02700	;3.5.1.9
CE7234	C00219	1.14.14.1
CE1450	C00219	1.14.14.1
CE5928	C00219	
C01241	C00019	;2.1.1.17
G00278	C00031	3.2.1.22
G00278	C00137	3.2.1.22
G00278	C00159	3.2.1.22
G00013	C00159	3.2.1.113;3.2.1.114
C01674	C00140	3.2.1.52
C06213	C00019	2.1.1.49
C03595	C00219	3.1.2.2;6.2.1.3
C06426	C00219	3.1.2.2;6.2.1.3
C01172	C00221	2.7.1.147;2.7.1.1;3.1.3.9;2.7.1.2
CE2835	C00267	3.2.1.1
C05445	C16596	1.1.1.1
C06428	C00219	3.1.2.2
C06453	C00019	2.1.1.13
C00984	C04737	3.2.1.22
C00081	C00031	;2.7.1.1
C00081	C00159	2.7.1.1
C02686	C00031	3.2.1.22
C02686	C00137	3.2.1.22
C02686	C00962	3.2.1.46
C02686	C00159	3.2.1.22
CE2838	C00267	3.2.1.1
C00153	C00019	2.1.1.1
CE2182	C00019	2.1.1.6
C01371	C00219	1.14.15.3
G00012	C00159	3.2.1.113;3.2.1.114
ksi_deg20	C00140	3.2.1.52
C00084	C16596	1.1.1.1
C00069	C16596	1.1.1.1
C15605	C00525	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C15605	C00643	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C15605	C02700	;1.13.11.52;1.14.16.4;3.5.1.9;4.1.1.28
C15605	C00078	;1.13.11.52;1.14.16.4;3.5.1.9;4.1.1.28
s2l2n2m2m	C00140	3.2.1.96
C00095	C00031	3.2.1.20;3.2.1.22;2.7.1.1;1.1.1.21;3.2.1.26
C00114	C16596	1.1.1.1
C05752	C00019	2.8.1.8
C00275	C00159	2.7.1.7;2.7.1.1
C04010	C00140	3.1.4.45
C02031	C00019	2.1.1.56
C00027	C05635	1.2.3.1
C00027	C01180	1.4.3.2
C00027	C00078	;1.4.3.2
C04230	C00219	3.1.1.4
C16239	C00019	2.8.1.8
C00198	C00221	1.1.1.47
G08421	C00140	3.2.1.52
C03692	C00031	3.2.1.22
C03692	C00137	3.2.1.22
C03692	C00159	3.2.1.22
C00010	lneldc	6.2.1.3
C00010	vacc	6.2.1.3
C00010	ocdcea	6.2.1.3
C00010	C01180	1.2.7.-
C00010	C00140	;2.3.1.3
C00010	C00219	;3.1.2.2;6.2.1.3
C16586	C16596	1.1.1.1
C01977	C00019	2.1.1.31
CE7243	C00219	1.14.14.1
vacccoa	vacc	6.2.1.3
G00014	C00159	3.2.1.114
C00416	C00137	3.1.4.4
G00123	C05394	3.2.1.23
G00123	C00221	3.2.1.23
G00123	C00140	3.2.1.52
G00123	C00267	3.2.1.23
C01194	C00137	2.7.8.11;2.4.1.198;3.1.4.4;3.1.4.3;3.1.3.25
G00093	C00031	3.2.1.22
G00093	C00137	3.2.1.22
G00093	C00140	3.2.1.52
G00093	C00159	3.2.1.22
ksi_deg2	C00140	3.2.1.96
lneldc	lneldcACP	3.1.2.14
lneldc	C00229	3.1.2.14
lneldc	C00020	6.2.1.3
lneldc	lneldccoa	6.2.1.3
C00015	C00031	;2.4.1.22
C00015	C00140	;2.4.1.90
C00015	C00645	;5.1.3.14;2.7.1.40
C00019	C05198	2.8.1.8
C00019	C07295	2.1.1.137
C00019	C00157	;2.1.1.17
C00019	C03306	2.1.1.77
C00019	CE2184	2.1.1.6
C00019	C05588	2.1.1.6
C00019	C05298	;2.1.1.6
C00019	CE2934	2.1.1.6
C00019	C04308	2.1.1.17
C00019	C05320	2.1.1.125
C00019	C04158	2.1.1.32
C00019	CE2183	2.1.1.6
C00019	C05299	2.1.1.6
C00019	1mncam	2.1.1.1
C00019	C09642	;2.1.1.6
C00019	C04692	2.1.1.98
C00019	C00592	2.1.1.43
C00019	C05594	2.1.1.6
C00019	CE5627	;2.1.1.6
C00019	C03758	;2.1.1.6
C00019	C01586	2.1.1.6
C00019	C01756	2.1.1.67
C00019	CE1918	2.1.1.6
C00019	C05206	2.1.1.125
C00019	CE2176	2.1.1.6
C00019	C00213	;2.1.1.20
C00019	CE5626	;2.1.1.6
C00019	C00954	2.1.1.6
C00019	CE2179	;2.1.1.6
C00019	CE2122	2.1.1.6
C00019	C04728	2.1.1.61
C00019	C06697	2.1.1.137
C00019	C03711	2.1.1.28
C00019	C01137	4.1.1.50
C00019	C05301	;2.1.1.6
C00019	C05584	2.1.1.6
C00019	C01972	2.1.1.62
C00019	C05546	;2.1.1.59;2.1.1.43;2.1.1.60
C00019	C00066	2.1.1.32;2.1.1.36;2.1.1.29;2.1.1.33;2.1.1.61
C00019	C00300	2.1.1.2
C00019	C09640	;2.1.1.6
C00019	C07308	2.1.1.137
C00019	C05200	2.1.1.114
C00019	C00073	;2.5.1.6;2.8.1.8;2.1.1.13;2.1.1.10
C00019	C00399	;2.1.1.114
C00019	C06212	2.1.1.49
C00019	C00788	;2.1.1.28;2.1.1.6
C00019	C05635	2.1.1.4
C00019	C00021	;2.1.1.67;2.1.1.43;2.1.1.62;2.1.1.60;2.1.1.61;2.1.1.49;4.1.1.50;2.1.1.114;2.1.1.137;2.1.1.20;2.1.1.37;2.1.1.36;2.1.1.31;2.1.1.33;2.1.1.32;2.1.1.17;2.1.1.72;2.1.1.13;2.1.1.77;2.1.1.10;2.1.1.56;2.1.1.59;2.5.1.6;2.1.1.8;2.1.1.100;2.1.1.98;2.1.1.125;3.3.1.1;1.16.1.8;2.1.1.2;2.1.1.1;2.1.1.6;2.1.1.4;2.8.1.8;2.1.1.28;2.1.1.29
C00019	C00780	;2.1.1.49;2.1.1.4
C00019	C05589	2.1.1.6
C00019	C00856	2.1.1.37
C00019	C04155	2.1.1.32;2.1.1.36;2.1.1.29;2.1.1.33;2.1.1.61
C00019	C02918	2.1.1.1
C00019	C00037	;2.1.1.20
C00019	C04157	2.1.1.31
C00019	C02188	2.1.1.59;2.1.1.43;2.1.1.60
C00019	CE2186	;2.1.1.67;2.1.1.43;2.1.1.62;2.1.1.60;2.1.1.61;2.1.1.49;4.1.1.50;2.1.1.114;2.1.1.137;2.1.1.20;2.1.1.37;2.1.1.36;2.1.1.31;2.1.1.33;2.1.1.32;2.1.1.17;2.1.1.72;2.1.1.13;2.1.1.77;2.1.1.10;2.1.1.56;2.1.1.59;2.5.1.6;2.1.1.8;2.1.1.100;2.1.1.98;2.1.1.125;3.3.1.1;1.16.1.8;2.1.1.2;2.1.1.1;2.1.1.6;2.1.1.4;2.8.1.8;2.1.1.28;2.1.1.29
C00019	C05544	2.1.1.59;2.1.1.43;2.1.1.60
C00019	C05576	2.1.1.6
C00019	C16237	2.8.1.8
C00019	C05660	2.1.1.4
C00019	C00483	2.1.1.49;2.1.1.6
C00019	C03702	2.1.1.43
C00019	C02967	2.1.1.37
C00019	C00398	;2.1.1.49
C00019	pchol_hs	2.1.1.17
C00019	C00821	2.1.1.72
C00019	C00978	2.1.1.4
C00019	C01161	;2.1.1.6
C00019	C02415	2.1.1.43
C00019	C05582	2.1.1.6
C00019	C00155	;2.1.1.13;3.3.1.1;2.1.1.10
C00019	C03391	2.1.1.72
C00019	CE4890	;2.1.1.6
C00019	C05523	2.1.1.37
C00019	C00581	2.1.1.2
C00019	CE2180	;2.1.1.6
C00019	C07294	2.1.1.137
C00019	C00355	;2.1.1.6
C00019	CE6205	2.1.1.6
C00019	C06410	1.16.1.8
C00019	C02735	2.1.1.28
C00019	C04441	2.1.1.98
C00019	C00087	2.8.1.8
C00019	C05127	2.1.1.8
C00019	C01598	;2.1.1.49;2.1.1.4
C00019	CE2189	2.1.1.6
C00019	gudac	2.1.1.2
C00019	C05580	2.1.1.6
C00019	C04160	2.1.1.33
C00019	C04311	2.1.1.77
C00019	C00350	;2.1.1.17
C00019	C00039	2.1.1.37
C00019	C04833	2.1.1.62
C00019	C16236	2.8.1.8
C00019	pe_hs	2.1.1.17
C00019	C05545	2.1.1.59;2.1.1.43;2.1.1.60
C00074	C00645	2.5.1.57;2.5.1.56;2.7.1.60;;5.1.3.14;4.2.1.11;4.1.3.3;4.1.1.32;5.1.3.8;2.7.1.40
C01798	C00267	3.2.1.21
C00376	C16596	1.1.1.1
C00686	C00645	2.5.1.57;2.7.1.60
CE5537	C00219	
m2mn	C00140	3.2.1.52
m2mn	C00159	3.2.1.24
strch2	C00031	3.2.1.10;3.2.1.1
CE4922	C00219	3.1.-
C07490	C16596	1.1.1.1
C00412	C00219	;3.1.2.2;6.2.1.3
G00109	C05394	3.2.1.23
G00109	C00221	3.2.1.23
G00109	C00140	3.2.1.52
G00109	C00267	3.2.1.23
C00525	C05647	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C00525	C05648	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
