EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row5	row5_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E2	row6	row6_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E3	row7	row7_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E5	row9	row9_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
E6	row13;row14	row13_M+H[1+];row14_M+H[1+]	C00322	2-Oxoadipate
E7	row19	row19_M+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E10	row49;row57	row49_M+H[1+];row57_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E11	row50	row50_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E16	row56	row56_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E18	row455	row455_M+Na[1+]	CE5542	noradrenochrome o-semiquinone
E25	row67	row67_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E26	row68	row68_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E31	row107	row107_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E33	row109	row109_M+Na[1+]	C00791	
E34	row116	row116_M+Na[1+]	C02670;C00072;glac	D-glucurono-6,3-lactone$L-Ascorbate$D-glucurono-6,3-lactone
E37	row949	row949_M+H[1+]	C05606	Melanin
E38	row123;row141	row123_M+H[1+];row141_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E39	row126	row126_M+H[1+]	C00108	Anthranilate
E42	row323;row324	row323_M+Na[1+];row324_M+Na[1+]	C00900;C06010	2-Acetolactate$(S)-2-Acetolactate; (S)-2-Hydroxy-2-methyl-3-oxobutanoate
E43	row138;row139	row138_M+Na[1+];row139_M+Na[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E44	row273	row273_M+H[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E45	row144	row144_M+Na[1+]	C00122	Fumarate
E53	row212	row212_M+H[1+]	C01045;C01042	N-Formyl-L-glutamate$N-Acetyl-L-aspartate
E54	row213	row213_M+H[1+]	C01045;C01042	N-Formyl-L-glutamate$N-Acetyl-L-aspartate
E58	row217	row217_M+H[1+]	C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
E61	row238	row238_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E62	row254	row254_M+H[1+]	C02512;C00429	Beta cyanoalanine$5,6-dihydrouracil
E63	row255	row255_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E64	row262;row263	row262_M+Na[1+];row263_M+Na[1+]	C01029;C00612	$N1-Acetylspermidine
E65	row269;row279	row269_M+H[1+];row279_M(C13)+H[1+]	C01180	2-keto-4-methylthiobutyrate
E66	row273	row273_M+Na[1+]	CE2026	3-methylcrotonoylglycine
E68	row287	row287_M+H[1+]	C00259;C00309;C00312;C00310;C00121;C00181	L-Arabinose$D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose$L-Xylulose$D-Xylulose$D-Ribose$D-Xylose
E69	row294;row475	row294_M+Na[1+];row475_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E71	row310;row321	row310_M+H[1+];row321_M(C13)+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
E73	row310	row310_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
