CPD_ID	CPD_NAME	mz_row_Statistic	From_mz_row	From_EmpiricalCompound
C00962	beta-D-Galactose	-2.033809831667668	row491	E98
CE2053	20-oxo-leukotriene B4	-2.5310943013469265	row1965	E265
CE5661	15-oxo-lipoxin A4	-2.3167335970705127	row1966	E265
CE7112	15-epi-lipoxin A5	-4.606453980416341	row1967	E267
C00198	D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	1.8580613348524737	row223	E59
C00267	alpha-D-Glucose	-2.033809831667668	row491	E98
CE7112	15-epi-lipoxin A5	-2.5310943013469265	row1965	E265
C00984	alpha-D-Galactose	-2.033809831667668	row491	E98
C00137	myo-Inositol	-2.033809831667668	row491	E98
C00962	beta-D-Galactose	-2.2539250856002004	row516	E98
C05394	3-Keto-beta-D-galactose	1.8580613348524737	row223	E59
C02336	beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose	-2.033809831667668	row491	E98
C00795	D-Tagatose; lyxo-Hexulose	-2.033809831667668	row491	E98
C00984	alpha-D-Galactose	-2.2539250856002004	row516	E98
C00267	alpha-D-Glucose	-2.2539250856002004	row516	E98
C00137	myo-Inositol	-2.2539250856002004	row516	E98
C16576	Norcodeine; N-Desmethylcodeine	-2.5069709155483015	row1119	E197
C01225	sn-glycero-3-Phospho-1-inositol; 1-(sn-glycero-3-Phospho)-1D-myo-inositol	3.916301541034843	row1606	E253
CE7114		-2.5310943013469265	row1965	E265
CE7114		-4.606453980416341	row1967	E267
CE7113	15-epi-lipoxin B5	-4.606453980416341	row1967	E267
CE7113	15-epi-lipoxin B5	-2.5310943013469265	row1965	E265
C00031	D-Glucose	-2.033809831667668	row491	E98
C02336	beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose	-2.2539250856002004	row516	E98
C00795	D-Tagatose; lyxo-Hexulose	-2.2539250856002004	row516	E98
CE5661	15-oxo-lipoxin A4	-2.5310943013469265	row1965	E265
CE5138	12-oxo-20-hydroxy-leukotriene B4	-2.3167335970705127	row1966	E265
CE7115	20-hydroxy-leukotriene B5	-2.3167335970705127	row1966	E265
CE5661	15-oxo-lipoxin A4	-4.606453980416341	row1967	E267
C01040	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone	1.8580613348524737	row223	E59
C00031	D-Glucose	-2.2539250856002004	row516	E98
vacc	vaccenic acid	1.7118437451068766	row1013	E176
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	3.1762673622797535	row508	E101
CE7113	15-epi-lipoxin B5	-2.3167335970705127	row1966	E265
C01074	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc	-1.9097902375468119	row622	E125
CE7088	PGH3	-2.3167335970705127	row1966	E265
C00645	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose	-1.9097902375468119	row622	E125
CE5138	12-oxo-20-hydroxy-leukotriene B4	-4.606453980416341	row1967	E267
C00198	D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	-1.7009465978268556	row430	E60
CE5138	12-oxo-20-hydroxy-leukotriene B4	-2.5310943013469265	row1965	E265
CE7115	20-hydroxy-leukotriene B5	-2.5310943013469265	row1965	E265
