input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row5	E2	row5_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row5	109.0285	24.93	0.28795014110620853	2.338836635788014	
row6	E3	row6_M+H[1+];row7_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row6	109.0285	163.28	0.4984767432932875	1.298038662731426	
row7	E3	row6_M+H[1+];row7_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row7	109.0285	165.25	0.9675812689245337	0.0726913270357802	
row45	E14	row45_M+H[1+];row64_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row45	171.0657	191.97	0.6951684758380823	0.7274894076653229	C8H12O4
row62	E18	row62_M+Na[1+]	C00073	L-Methionine	row62	172.0398	28.62	0.8027795967809109	0.4440038256585362	
row64	E14	row45_M+H[1+];row64_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row64	172.069	192.36	0.8548790478074977	-0.3181393415281809	C8H12O4
row67	E8	row67_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite	row67	145.0477	26.25	0.8069254859088637	-0.4316937356921509	
row84	E24	row84_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine	row84	116.0469	209.92	0.5697879851596322	1.0743754062563518	
row91	E26	row91_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde	row91	146.0814	180.11	0.27864832938418266	2.3841012232806857	
row100	E27	row100_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid	row100	173.0333	267.43	0.4431463311953632	-1.4785023729889923	
row135	E36	row135_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	row135	174.0766	222.52	0.9887823404336372	0.02749323360629535	C7H13NO4
row144	E15	row144_M+Na[1+];row145_M+Na[1+]	C01119	Oxidized dithiothreitol	row144	174.9865	25.73	0.23087871787715863	2.6468959481458194	
row145	E15	row144_M+Na[1+];row145_M+Na[1+]	C01119	Oxidized dithiothreitol	row145	174.9865	27.57	0.175910952061732	3.0645811390368145	
row163	E41	row163_M+H[1+]	C00439	N-Formimidoyl-L-glutamate	row163	175.0718	305.9	0.9077461723794233	-0.20418603816626388	
row168	E43	row168_M+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol	row168	151.0756	24.01	0.025905980577508606	7.1913747411886995	
row176	E46	row176_M+H[1+]	CE5665	leukoaminochrome	row176	152.0709	97.9	0.1284086270429742	3.565324135740324	
row180	E47	row180_M+H[1+]	C05527	3-Sulfinopyruvate	row180	152.9855	283.31	0.19820135508380748	-2.8699757182527685	
row187	E49	row187_M+Na[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid	row187	153.016	216.35	0.7840514195936443	0.4908592913699769	
row190	E50	row190_M+H[1+]	C08276		row190	121.0312	243.2	0.16308835412437947	3.1879339896854932	
row196	E51	row196_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate	row196	153.0548	34.95	0.853886874410916	0.32159742828303567	
row198	E52	row198_M+H[1+]	C09815	Benzamide	row198	122.0601	49.85	0.4325983320865715	1.5181166029989488	
row254	E58	row254_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate	row254	156.0269	266.24	0.710869838483677	0.6873226331644104	
row262	E59	row262_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate	row262	128.0708	36.53	0.08443755947707281	4.319176515146605	
row286	E63	row286_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row286	130.05	182.35	0.18491734915543065	-2.98530058171642	
row288	E66	row288_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol	row288	181.0864	32.19	0.8480738645447387	-0.3454630091190395	
row328	E76	row328_M+Na[1+];row329_M+Na[1+];row330_M+Na[1+];row400_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	row328	184.0585	210.31	0.3183199492637216	2.211876898885208	C6H13NO4
row329	E76	row328_M+Na[1+];row329_M+Na[1+];row330_M+Na[1+];row400_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	row329	184.0585	215.17	0.1969925067375172	2.882547556165031	
row330	E76	row328_M+Na[1+];row329_M+Na[1+];row330_M+Na[1+];row400_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	row330	184.0585	221.87	0.6333548515154289	0.8736999365585962	
row355	E79	row355_M+H[1+]	C11821	5-Hydroxyisourate	row355	185.031	490.96	0.7582550135123933	0.5651816170611247	
row357	E81	row1157_M+HCOONa[1+];row357_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome	row357	196.0613	212.15	0.40243054790488075	-1.6267886931505269	C9H11NO4
row370	E83	row370_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row370	160.0608	191.71	0.7641550859221189	0.5478282563278779	C6H11NO4
row380	E87	row380_M+Na[1+]	C00791		row380	136.0478	35.74	0.18968322619220826	2.9458662818321084	
row399	E88	row399_M+H[1+]	C00631;C00197	D-Glycerate 2-phosphate$3-Phospho-D-glycerate	row399	187.0009	201.48	0.4675180689175028	-1.405071268305849	C5H10O5
row400	E76	row328_M+Na[1+];row329_M+Na[1+];row330_M+Na[1+];row400_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	row400	162.0765	209.92	0.36588858711035716	1.8091333660784519	C6H13NO4
row406	E90	row406_M+Na[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate	row406	187.0374	165.93	0.4009951088848497	-1.6355567463737466	
row441	E93	row441_M+Na[1+]	C00438	N-Carbamoyl-L-aspartate	row441	199.0332	222.39	0.7249644464445736	0.6543246573956978	
row443	E94	row443_M+H[1+]	C05585;C00156	Gentisate aldehyde$4-Hydroxybenzoate	row443	139.0392	154.03	0.9125117542322929	0.1857929458538311	
row471	E95	row471_M+H[1+]	C12215	Iminoerythrose 4-phosphate; Imino-D-erythrose 4-phosphate	row471	200.0326	202.4	0.025756132437715008	7.226062136866511	
row478	E96	row478_M+H[1+];row502_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate	row478	166.0503	47.88	0.060035719184795854	-5.040318651503139	C8H9NO3
row479	E99	row479_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid	row479	190.0716	183.53	0.7280530680397356	0.646018001409718	C7H13NO5
row502	E96	row478_M+H[1+];row502_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate	row502	167.0536	47.88	0.09975172070732953	-4.013624356808731	C8H9NO3
row515	E106	row515_M+H[1+]	C03722	Quinolinate	row515	168.0294	34.56	0.1400084867520608	3.4202670413141014	
row516	E107	row516_M+H[1+]	C03722	Quinolinate	row516	168.0294	227.94	0.9100397928810329	-0.1911159589057867	
row517	E108	row517_M+H[1+]	C03722	Quinolinate	row517	168.0294	303.93	0.6047064212349121	0.954317794192887	
row547	E67	row547_M+Na[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol	row547	203.0669	369.06	0.3163227958869666	-2.2242239082070934	
row552	E111	row552_M+H[1+]	C00643	5-Hydroxy-L-tryptophan	row552	221.0929	258.2	0.7347646415866258	0.6208804849492062	C11H14N2O3
row602	E114	row602_M+H[1+]	C04299	D-myo-Inositol 1,2-cyclic phosphate; 1D-myo-Inositol 1,2-cyclic phosphate	row602	243.0268	16.1	0.7152470854417251	0.6744416880040905	
row603	E115	row603_M+H[1+]	C04299	D-myo-Inositol 1,2-cyclic phosphate; 1D-myo-Inositol 1,2-cyclic phosphate	row603	243.0268	151.53	0.3481841253409924	1.9157331231236405	
row608	E117	row608_M+H[1+]	C00214	Thymidine	row608	243.0987	353.17	0.6960888412750013	-0.7225053911867422	
row612	E70	row612_M+Na[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid	row612	205.0463	50.24	0.5061578425327083	1.2722290002108847	C8H11NO3
