EID	massfeature_rows	str_row_ion	compounds	compound_names
E4	row3;row30	row3_M+H[1+];row30_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E7	row32	row32_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E8	row38	row38_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate
E10	row40;row41	row40_M+H[1+];row41_M+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
E15	row71;row83	row71_M+H[1+];row83_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan
E20	row98	row98_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E22	row100	row100_M+H[1+]	C02291;C00542	L-Cystathionine$Cystathionine
E27	row428	row428_M+Na[1+]	CE5920	
E28	row110	row110_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E30	row119	row119_M+H[1+]	C00785	Urocanate
E31	row444	row444_M+Na[1+]	C00785	Urocanate
E33	row143	row143_M+Na[1+]	CE2949	
E35	row149;row553;row554	row149_M(C13)+H[1+];row553_M+Na[1+];row554_M+Na[1+]	C00082;CE2174	L-Tyrosine$
E36	row160	row160_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E37	row161	row161_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E40	row168	row168_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E43	row200	row200_M+H[1+]	C01035	4-Guanidinobutanoate
E47	row217	row217_M+H[1+]	C05579	Indole-5,6-quinone
E48	row218	row218_M+H[1+]	C05579	Indole-5,6-quinone
E51	row238	row238_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E55	row261	row261_M+Na[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E57	row271;row283;row731	row271_M+H[1+];row283_M(C13)+H[1+];row731_M+Na[1+]	C00242	Guanine
E60	row741	row741_M+H[1+]	CN0016	Dibenzo[a,l]pyrene
E61	row275;row852	row275_M+Na[1+];row852_M+H[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E66	row327	row327_M+Na[1+]	C00864	(R)-Pantothenate
E70	row390	row390_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E72	row414;row448	row414_M+H[1+];row448_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde
E73	row415	row415_M+H[1+]	C00637	Indole-3-acetaldehyde
E76	row439	row439_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E77	row457	row457_M+H[1+]	C00141	3-Methyl-2-oxobutanoate
E83	row468;row469	row468_M+H[1+];row469_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E84	row470	row470_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E85	row471;row492	row471_M+H[1+];row492_M(C13)+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E
E86	row472	row472_M+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E
E88	row473	row473_M+H[1+]	CE5982	
E89	row478	row478_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E90	row479	row479_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E91	row496	row496_M+Na[1+]	C05828	3-Methylimidazoleacetic acid
E92	row509	row509_M+Na[1+]	C00329	D-Glucosamine
E93	row520;row521	row520_M+H[1+];row521_M+H[1+]	C16602;C16601;C07496	3-Hydroxycarbamazepine$2-Hydroxycarbamazepine$Carbamazepine-10,11-epoxide; Carbamazepine epoxide
E95	row837	row837_M+Na[1+]	C00559;C05198	Deoxyadenosine$5'-Deoxyadenosine
E96	row528	row528_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E97	row560;row593	row560_M+H[1+];row593_M(C13)+H[1+]	C00153	Nicotinamide
E99	row546;row574	row546_M+H[1+];row574_M(C13)+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E100	row556;row583	row556_M+H[1+];row583_M(C13)+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
E102	row572;row939	row572_M+H[1+];row939_M+Na[1+]	C04874;C03150	Dihydroneopterin$N-Ribosylnicotinamide
E103	row575	row575_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E105	row599	row599_M+H[1+]	C05660	5-Methoxyindoleacetate
E109	row1008;row1029;row1257	row1008_M+H[1+];row1029_M(C13)+H[1+];row1257_M+Na[1+]	CE6229	13E-tetranor-16-carboxy-LTE4
E110	row617;row634	row617_M+H[1+];row634_M(C13)+H[1+]	C00250	Pyridoxal
E112	row637	row637_M+H[1+]	CE3087	beta-carboline
E118	row641;row663	row641_M+H[1+];row663_M(C13)+H[1+]	C00906	5,6-Dihydrothymine
E119	row648	row648_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E121	row658;row678	row658_M[1+];row678_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E122	row679	row679_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E123	row665	row665_M+Na[1+]	C00418	(R)-Mevalonate
E125	row1743	row1743_M+Na[1+]	C00721;C00492;strch2;C05404;C01835	Dextrin$Raffinose$starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})$D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose; D-Gal-alpha1->6D-Gal-alpha1->6D-Glucose; Manninotriose$Maltotriose; Amylotriose
E129	row699	row699_M+Na[1+]	C05711;C00475	gamma-Glutamyl-beta-cyanoalanine$Cytidine
E130	row710	row710_M+Na[1+]	C00299	Uridine
E131	row742	row742_M+H[1+]	C00212;C00330	Adenosine$Deoxyguanosine
E133	row737;row771	row737_M[1+];row771_M+H[1+]	C02693	Indole-3-acetamide
E134	row751;row774	row751_M+H[1+];row774_M(C13)+H[1+]	C00294	Inosine
E137	row1108;row772	row1108_M+H[1+];row772_M+Na[1+]	C00387	Guanosine
E144	row852	row852_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E147	row877	row877_M+Na[1+]	CE5820	histidyl-prolinamide
E148	row878	row878_M+Na[1+]	CE5820	histidyl-prolinamide
E149	row927	row927_M+H[1+]	C16300	Stearidonic acid; 6,9,12,15-Octadecatetraenoic acid; (6Z,9Z,12Z,15Z)-Octadecatetraenoic acid
E150	row931	row931_M+H[1+]	C00909	Leukotriene A4
E152	row955	row955_M+Na[1+]	C14864;C14865	S-(2-Chloroacetyl)glutathione$2-(S-Glutathionyl)acetyl chloride
E153	row958	row958_M+H[1+]	C04805;C04742;C14749;C14748;C14778;C14770;C14771;C14769;C14768;CE5016	5-Hydroxyeicosatetraenoate$(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE$19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid$20-Hydroxyeicosatetraenoic acid$16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid$11,12-EET$14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid$8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid$5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid$13,14-dihydroxy-retinol
E156	row965	row965_M+Na[1+]	C14774;C14775;C14772;C14773	11,12-DHET$14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid$5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid$8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid
E158	row1020;row1037	row1020_M+H[1+];row1037_M(C13)+H[1+]	C00105;C01368	UMP$3'-UMP; Uridine 3'-monophosphate; Uridine 3'-phosphate
E160	row1022	row1022_M+H[1+]	C01595	linoleic acid (all cis C18:2) n-6
E161	row1041	row1041_M+Na[1+]	C01416	Cocaine; l-Cocain; beta-Cocain
E162	row1097	row1097_M+Na[1+]	C00051	Reduced glutathione
E165	row1147	row1147_M+Na[1+]	CE5314;CE5326	8(R)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate$8(S)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate
E166	row1148	row1148_M+Na[1+]	CE5314;CE5326	8(R)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate$8(S)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate
E167	row1151	row1151_M+Na[1+]	CE7114;CE2053;CE5138;CE5661;CE7115;CE7113;CE7112;CE7088	$20-oxo-leukotriene B4$12-oxo-20-hydroxy-leukotriene B4$15-oxo-lipoxin A4$20-hydroxy-leukotriene B5$15-epi-lipoxin B5$15-epi-lipoxin A5$PGH3
E169	row1168	row1168_M+H[1+]	C06350	
E171	row1219	row1219_M+Na[1+]	C00695	Cholate
E175	row1247	row1247_M+H[1+]	C01060	3,5-Diiodo-L-tyrosine
E176	row1264	row1264_M+Na[1+]	C01134	Pantetheine 4'-phosphate
E177	row1288	row1288_M+H[1+]	CE5526;CE5527;C14765	$$13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid
E183	row1346	row1346_M+H[1+]	C00170	5-Methylthioadenosine
E189	row1372;row1378;row1465	row1372_M+H[1+];row1378_M(C13)+H[1+];row1465_M+Na[1+]	C05462;C05466	Chenodeoxyglycocholate$
E191	row1385	row1385_M+H[1+]	C00621	Dolichol diphosphate
E193	row1398;row1504	row1398_M(C13)+H[1+];row1504_M+H[1+]	C01921	glycocholate
E195	row1401	row1401_M+Na[1+]	C04840	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate
E196	row1408;row1409;row1410;row1411;row1412;row1413;row1414;row1415;row1416;row1417;row1418	row1408_M+H[1+];row1409_M+H[1+];row1410_M+H[1+];row1411_M+H[1+];row1412_M+H[1+];row1413_M+H[1+];row1414_M+H[1+];row1415_M+H[1+];row1416_M+H[1+];row1417_M+H[1+];row1418_M+H[1+]	C00458	dCTP
E197	row1423	row1423_M+Na[1+]	tmndnccrn	Timnodonyl carnitine
E202	row1589	row1589_M+Na[1+]	c226crn	cervonyl carnitine
E203	row1594	row1594_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E204	row1604;row1605;row1609;row1717	row1604_M+H[1+];row1605_M+H[1+];row1609_M(C13)+H[1+];row1717_M+Na[1+]	C05463;C05465	Taurodeoxycholate$Taurochenodeoxycholate; Chenodeoxycholoyltaurine
E205	row1612;row1613	row1612_M+Na[1+];row1613_M+Na[1+]	C14847;C14848	3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene$2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene
E207	row1658	row1658_M+H[1+]	C04230	Lysophosphatidylcholine
E210	row1733	row1733_M+Na[1+]	tetpent6crn;tetpent3crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E213	row1800	row1800_M+Na[1+]	C05122;C15516	taurocholic acid$Taurohyocholate; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine
