input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	E2	row1_M+H[1+]	C01019	6-Deoxy-L-galactose; L-Fucose	row1	165.0755	315.04	0.13905195892625988	-2.9378916927229186	
row22	E4	row22_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row22	205.0682	197.55	0.7939229726365366	0.4005650486819751	
row23	E5	row23_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row23	205.0682	215.86	0.2528880661951502	-1.9256674266053955	
row27	E9	row27_M+H[1+];row49_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row27	205.0971	166.16	0.4302915681686713	1.2086746012768292	C11H12N2O2
row37	E11	row37_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid	row37	131.0338	324.4	0.05640854097489528	5.013763792559065	C5H6O4
row41	E12	row41_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate	row41	131.0702	27.67	0.14862486481102966	2.812684955590443	
row49	E9	row27_M+H[1+];row49_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row49	206.1004	166.03	0.4934369326994676	1.032089983146704	C11H12N2O2
row50	E13	row50_M+H[1+];row61_M(C13)+H[1+]	C02714	N-Acetylputrescine	row50	131.1179	273.04	0.9811537048252491	-0.03592026989549049	C6H14N2O
row51	E14	row51_M+H[1+]	C00179	Agmatine; (4-Aminobutyl) guanidine	row51	131.1291	364.71	0.07832571279479439	-4.16262197954845	
row53	E15	row53_M+H[1+]	C00250	Pyridoxal	row53	168.0655	47.5	0.024401354401205007	-7.935442419325334	C8H9NO3
row56	E16	row56_M+H[1+];row57_M+H[1+];row65_M(C13)+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row56	132.0655	251.56	0.03615649438658831	6.300996270422799	
row57	E16	row56_M+H[1+];row57_M+H[1+];row65_M(C13)+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row57	132.0655	255.78	0.10345099964006835	3.4917604802662754	C5H9NO3
