EID	massfeature_rows	str_row_ion	compounds	compound_names
E3	row23;row3	row23_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E6	row26	row26_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E7	row38	row38_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate
E10	row385;row60;row90	row385_M+Na[1+];row60_M+H[1+];row90_M(C13)+H[1+]	C00864	(R)-Pantothenate
E16	row103;row87	row103_M(C13)+H[1+];row87_M+H[1+]	C00643	5-Hydroxy-L-tryptophan
E21	row120	row120_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E24	row129	row129_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E26	row135	row135_M+H[1+]	C00785	Urocanate
E27	row472	row472_M+Na[1+]	C00785	Urocanate
E29	row158	row158_M+Na[1+]	CE2949	
E31	row165;row581;row582	row165_M(C13)+H[1+];row581_M+Na[1+];row582_M+Na[1+]	C00082;CE2174	L-Tyrosine$
E32	row170	row170_M+H[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
E33	row170	row170_M+Na[1+]	C02571	O-Acetylcarnitine
E35	row177	row177_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E36	row178	row178_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E39	row182	row182_M+Na[1+]	C02470	Xanthurenic acid
E40	row182	row182_M+H[1+]	C03287	L-Glutamyl 5-phosphate; L-Glutamate 5-phosphate
E42	row189	row189_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E45	row208	row208_M+H[1+]	C01035	4-Guanidinobutanoate
E49	row218	row218_M+Na[1+]	C00328;C05647	L-Kynurenine$Formyl-5-hydroxykynurenamine
E52	row228;row236	row228_M+Na[1+];row236_M+HCOONa[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E54	row236	row236_M+Na[1+]	C02076	sedoheptulose
E55	row237	row237_M+H[1+]	C05579	Indole-5,6-quinone
E56	row238	row238_M+H[1+]	C05579	Indole-5,6-quinone
E60	row259	row259_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E66	row294	row294_M+Na[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E68	row301;row317;row758	row301_M+H[1+];row317_M(C13)+H[1+];row758_M+Na[1+]	C00242	Guanine
E71	row763;row768	row763_M+H[1+];row768_M(C13)+H[1+]	CN0016	Dibenzo[a,l]pyrene
E72	row309;row880	row309_M+Na[1+];row880_M+H[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E74	row327	row327_M+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E75	row880	row880_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E80	row416;row417;row418;row419;row420;row421;row422;row423;row424;row720	row416_M(C13)+H[1+];row417_M(C13)+H[1+];row418_M(C13)+H[1+];row419_M(C13)+H[1+];row420_M(C13)+H[1+];row421_M(C13)+H[1+];row422_M(C13)+H[1+];row423_M(C13)+H[1+];row424_M(C13)+H[1+];row720_M+Na[1+]	C04299	D-myo-Inositol 1,2-cyclic phosphate; 1D-myo-Inositol 1,2-cyclic phosphate
E84	row425	row425_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E87	row447;row476	row447_M+H[1+];row476_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde
E88	row448	row448_M+H[1+]	C00637	Indole-3-acetaldehyde
E90	row456	row456_M+Na[1+]	CE5920	
E92	row468	row468_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E93	row483	row483_M+H[1+]	C00141	3-Methyl-2-oxobutanoate
E99	row494;row495	row494_M+H[1+];row495_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E100	row496	row496_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E101	row497;row514	row497_M+H[1+];row514_M(C13)+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E
E102	row498	row498_M+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E
E104	row499	row499_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E105	row500;row511	row500_M+H[1+];row511_M(C13)+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E110	row532	row532_M+Na[1+]	C00329	D-Glucosamine
E111	row546;row547	row546_M+H[1+];row547_M+H[1+]	C16602;C16601;C07496	3-Hydroxycarbamazepine$2-Hydroxycarbamazepine$Carbamazepine-10,11-epoxide; Carbamazepine epoxide
E112	row552	row552_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E113	row588;row618	row588_M+H[1+];row618_M(C13)+H[1+]	C00153	Nicotinamide
E116	row584	row584_M+H[1+]	C16582;C16584	2-Hydroxyfelbamate$p-Hydroxyfelbamate
