EID	massfeature_rows	str_row_ion	compounds	compound_names
E4	row3	row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E7	row34	row34_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E8	row40	row40_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate
E11	row429;row60	row429_M+Na[1+];row60_M+H[1+]	C00864	(R)-Pantothenate
E16	row81;row99	row81_M+H[1+];row99_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan
E21	row119	row119_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E23	row121	row121_M+H[1+]	C02291;C00542	L-Cystathionine$Cystathionine
E27	row533	row533_M+Na[1+]	CE5920	
E28	row131	row131_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E30	row143	row143_M+H[1+]	C00785	Urocanate
E31	row559	row559_M+Na[1+]	C00785	Urocanate
E33	row174	row174_M+Na[1+]	CE2949	
E35	row180;row684;row685	row180_M(C13)+H[1+];row684_M+Na[1+];row685_M+Na[1+]	C00082;CE2174	L-Tyrosine$
E37	row193	row193_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E38	row194	row194_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E41	row205	row205_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E44	row239	row239_M+H[1+]	C01035	4-Guanidinobutanoate
E51	row260	row260_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E53	row272	row272_M+H[1+]	C05579	Indole-5,6-quinone
E54	row273	row273_M+H[1+]	C05579	Indole-5,6-quinone
E56	row285;row903;row904	row285_M[1+];row903_M+Na[1+];row904_M+Na[1+]	CE2153	
E60	row298	row298_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E63	row320	row320_M+H[1+]	C05933	N-(omega)-Hydroxyarginine
E64	row321	row321_M+H[1+]	C05933	N-(omega)-Hydroxyarginine
E66	row328	row328_M+H[1+]	C06868	Carbamazepine
E67	row329	row329_M+H[1+]	C06868	Carbamazepine
E68	row333	row333_M+Na[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E70	row345;row359;row910	row345_M+H[1+];row359_M(C13)+H[1+];row910_M+Na[1+]	C00242	Guanine
E73	row1268;row923;row928	row1268_M+Na[1+];row923_M+H[1+];row928_M(C13)+H[1+]	CN0016	Dibenzo[a,l]pyrene
E74	row1054;row350	row1054_M+H[1+];row350_M+Na[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E76	row370	row370_M+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E77	row1054	row1054_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E86	row489	row489_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E89	row522;row563	row522_M+H[1+];row563_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde
E90	row523	row523_M+H[1+]	C00637	Indole-3-acetaldehyde
E93	row550	row550_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E94	row571	row571_M+H[1+]	C00141	3-Methyl-2-oxobutanoate
E100	row583;row584	row583_M+H[1+];row584_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E101	row585	row585_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E102	row586;row587;row610	row586_M+H[1+];row587_M+H[1+];row610_M(C13)+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E
E104	row593	row593_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E105	row594	row594_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E106	row615	row615_M+Na[1+]	C05828	3-Methylimidazoleacetic acid
E112	row633	row633_M+Na[1+]	C00329	D-Glucosamine
E113	row648;row649	row648_M+H[1+];row649_M+H[1+]	C16602;C16601;C07496	3-Hydroxycarbamazepine$2-Hydroxycarbamazepine$Carbamazepine-10,11-epoxide; Carbamazepine epoxide
E114	row655	row655_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E115	row691;row734	row691_M+H[1+];row734_M(C13)+H[1+]	C00153	Nicotinamide
E117	row673;row719	row673_M+H[1+];row719_M(C13)+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E118	row687;row730	row687_M+H[1+];row730_M(C13)+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
E120	row1162;row712	row1162_M+Na[1+];row712_M+H[1+]	C04874;C03150	Dihydroneopterin$N-Ribosylnicotinamide
E121	row720	row720_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E123	row740	row740_M+H[1+]	C05660	5-Methoxyindoleacetate
E127	row1256;row1275;row1603	row1256_M+H[1+];row1275_M(C13)+H[1+];row1603_M+Na[1+]	CE6229	13E-tetranor-16-carboxy-LTE4
E129	row759;row780	row759_M+H[1+];row780_M(C13)+H[1+]	C00250	Pyridoxal
E131	row784	row784_M+H[1+]	CE3087	beta-carboline
E137	row788;row821	row788_M+H[1+];row821_M(C13)+H[1+]	C00906	5,6-Dihydrothymine
E138	row797	row797_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E141	row809;row840	row809_M[1+];row840_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E142	row841	row841_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E143	row826	row826_M+Na[1+]	C00418	(R)-Mevalonate
E146	row2218	row2218_M+Na[1+]	C00721;C00492;strch2;C05404;C01835	Dextrin$Raffinose$starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})$D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose; D-Gal-alpha1->6D-Gal-alpha1->6D-Glucose; Manninotriose$Maltotriose; Amylotriose
E149	row1461;row1462	row1461_M+Na[1+];row1462_M+Na[1+]	C00378	Thiamin
E152	row870	row870_M+Na[1+]	C05711;C00475	gamma-Glutamyl-beta-cyanoalanine$Cytidine
E154	row877	row877_M+H[1+]	C05640	Cinnavalininate
E155	row884	row884_M+Na[1+]	C00299	Uridine
E156	row887	row887_M+H[1+]	CE2152	
E157	row888	row888_M+H[1+]	CE2152	
E158	row924	row924_M+H[1+]	C00212;C00330	Adenosine$Deoxyguanosine
E160	row903;row904	row903_M+H[1+];row904_M+H[1+]	CE2176	3-O-methyldopa
E161	row919;row955	row919_M[1+];row955_M+H[1+]	C02693	Indole-3-acetamide
E162	row932	row932_M+H[1+]	C00294	Inosine
E165	row1371;row956	row1371_M+H[1+];row956_M+Na[1+]	C00387	Guanosine
E172	row1040	row1040_M+Na[1+]	C00559;C05198	Deoxyadenosine$5'-Deoxyadenosine
E176	row1094	row1094_M+Na[1+]	CE5820	histidyl-prolinamide
