pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Tryptophan metabolism	1	21	0.03646752373750105	E24	C00078/C00525	L-Tryptophan/D-Tryptophan
Tyrosine metabolism	1	32	0.04596252415763381	E140	C05579	Indole-5,6-quinone
Vitamin D3 (cholecalciferol) metabolism	0	1	0.05839845391143601			
Hyaluronan Metabolism	0	4	0.05839845391143601			
N-Glycan biosynthesis	0	15	0.05839845391143601			
Glycolysis and Gluconeogenesis	0	6	0.05839845391143601			
Glycosphingolipid biosynthesis - ganglioseries	0	11	0.05839845391143601			
R Group Synthesis	0	1	0.05839845391143601			
C5-Branched dibasic acid metabolism	0	3	0.05839845391143601			
Pyruvate Metabolism	0	2	0.05839845391143601			
Sialic acid metabolism	0	7	0.05839845391143601			
Chondroitin sulfate degradation	0	0	0.05839845391143601			
Di-unsaturated fatty acid beta-oxidation	0	1	0.05839845391143601			
Putative anti-Inflammatory metabolites formation from EPA	0	1	0.05839845391143601			
Linoleate metabolism	0	5	0.05839845391143601			
Hexose phosphorylation	0	4	0.05839845391143601			
Vitamin B2 (riboflavin) metabolism	0	1	0.05839845391143601			
Squalene and cholesterol biosynthesis	0	4	0.05839845391143601			
Galactose metabolism	0	15	0.05839845391143601			
Keratan sulfate degradation	0	5	0.05839845391143601			
Glycerolipid metabolism	0	0	0.05839845391143601			
Carnitine shuttle	0	4	0.05839845391143601			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.05839845391143601			
Alkaloid biosynthesis II	0	0	0.05839845391143601			
Vitamin B1 (thiamin) metabolism	0	1	0.05839845391143601			
Glycosphingolipid biosynthesis - globoseries	0	11	0.05839845391143601			
Histidine metabolism	0	3	0.05839845391143601			
Vitamin B5 - CoA biosynthesis from pantothenate	0	4	0.05839845391143601			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.05839845391143601			
Glycosphingolipid biosynthesis - lactoseries	0	9	0.05839845391143601			
Bile acid biosynthesis	0	3	0.05839845391143601			
Parathio degradation	0	0	0.05839845391143601			
Propanoate metabolism	0	2	0.05839845391143601			
Blood Group Biosynthesis	0	9	0.05839845391143601			
Electron transport chain	0	0	0.05839845391143601			
Vitamin H (biotin) metabolism	0	1	0.05839845391143601			
Biopterin metabolism	0	9	0.05839845391143601			
Vitamin E metabolism	0	1	0.05839845391143601			
Androgen and estrogen biosynthesis and metabolism	0	6	0.05839845391143601			
Glycine, serine, alanine and threonine metabolism	0	18	0.05839845391143601			
Caffeine metabolism	0	0	0.05839845391143601			
Lipoate metabolism	0	1	0.05839845391143601			
Heparan sulfate biosynthesis	0	0	0.05839845391143601			
Drug metabolism - cytochrome P450	0	5	0.05839845391143601			
Vitamin B9 (folate) metabolism	0	4	0.05839845391143601			
Glyoxylate and Dicarboxylate Metabolism	0	1	0.05839845391143601			
Urea cycle/amino group metabolism	0	26	0.05839845391143601			
De novo fatty acid biosynthesis	0	0	0.05839845391143601			
Vitamin A (retinol) metabolism	0	3	0.05839845391143601			
Valine, leucine and isoleucine degradation	0	7	0.05839845391143601			
Fatty Acid Metabolism	0	1	0.05839845391143601			
Glycosaminoglycan degradation	0	0	0.05839845391143601			
Fatty acid oxidation	0	1	0.05839845391143601			
Fructose and mannose metabolism	0	10	0.05839845391143601			
ROS Detoxification	0	0	0.05839845391143601			
Xenobiotics metabolism	0	5	0.05839845391143601			
Saturated fatty acids beta-oxidation	0	1	0.05839845391143601			
CoA Catabolism	0	3	0.05839845391143601			
Omega-3 fatty acid metabolism	0	0	0.05839845391143601			
Butanoate metabolism	0	5	0.05839845391143601			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.05839845391143601			
Glycosphingolipid biosynthesis - neolactoseries	0	9	0.05839845391143601			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	5	0.05839845391143601			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	2	0.05839845391143601			
Geraniol degradation	0	0	0.05839845391143601			
D4&E4-neuroprostanes formation	0	0	0.05839845391143601			
Vitamin D	0	0	0.05839845391143601			
Dynorphin metabolism	0	1	0.05839845391143601			
Heparan sulfate degradation	0	0	0.05839845391143601			
Fatty acid oxidation, peroxisome	0	0	0.05839845391143601			
Polyunsaturated fatty acid biosynthesis	0	0	0.05839845391143601			
Purine metabolism	0	16	0.05839845391143601			
Alanine and Aspartate Metabolism	0	3	0.05839845391143601			
Glutathione Metabolism	0	7	0.05839845391143601			
Keratan sulfate biosynthesis	0	7	0.05839845391143601			
TCA cycle	0	4	0.05839845391143601			
3-Chloroacrylic acid degradation	0	0	0.05839845391143601			
Arachidonic acid metabolism	0	4	0.05839845391143601			
Sphingolipid metabolism	0	0	0.05839845391143601			
O-Glycan biosynthesis	0	7	0.05839845391143601			
Glycosphingolipid metabolism	0	14	0.05839845391143601			
Limonene and pinene degradation	0	0	0.05839845391143601			
Arginine and Proline Metabolism	0	12	0.05839845391143601			
Proteoglycan biosynthesis	0	5	0.05839845391143601			
Vitamin K metabolism	0	0	0.05839845391143601			
Glycerophospholipid metabolism	0	19	0.05839845391143601			
Glutamate metabolism	0	3	0.05839845391143601			
Porphyrin metabolism	0	6	0.05839845391143601			
Phosphatidylinositol phosphate metabolism	0	8	0.05839845391143601			
Benzoate degradation via CoA ligation	0	0	0.05839845391143601			
Prostaglandin formation from arachidonate	0	0	0.05839845391143601			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	1	0.05839845391143601			
Vitamin B6 (pyridoxine) metabolism	0	5	0.05839845391143601			
Pentose and Glucuronate Interconversions	0	5	0.05839845391143601			
Atrazine degradation	0	0	0.05839845391143601			
N-Glycan Degradation	0	6	0.05839845391143601			
Leukotriene metabolism	0	5	0.05839845391143601			
Vitamin B12 (cyanocobalamin) metabolism	0	1	0.05839845391143601			
Fatty acid activation	0	1	0.05839845391143601			
Carbon fixation	0	1	0.05839845391143601			
Nucleotide Sugar Metabolism	0	1	0.05839845391143601			
Ubiquinone Biosynthesis	0	1	0.05839845391143601			
1- and 2-Methylnaphthalene degradation	0	0	0.05839845391143601			
Pyrimidine metabolism	0	17	0.05839845391143601			
Aspartate and asparagine metabolism	0	22	0.05839845391143601			
Nitrogen metabolism	0	1	0.05839845391143601			
Drug metabolism - other enzymes	0	1	0.05839845391143601			
Aminosugars metabolism	0	9	0.05839845391143601			
Beta-Alanine metabolism	0	3	0.05839845391143601			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.05839845391143601			
C21-steroid hormone biosynthesis and metabolism	0	6	0.05839845391143601			
Starch and Sucrose Metabolism	0	10	0.05839845391143601			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.05839845391143601			
Omega-6 fatty acid metabolism	0	0	0.05839845391143601			
Phytanic acid peroxisomal oxidation	0	0	0.05839845391143601			
Pentose phosphate pathway	0	5	0.05839845391143601			
Methionine and cysteine metabolism	0	10	0.05839845391143601			
Lysine metabolism	0	6	0.05839845391143601			
Selenoamino acid metabolism	0	1	0.05839845391143601			
