input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row2	E1	row2_M(C13)+H[1+];row465_M+Na[1+];row916_M+H[1+]	C00245	Taurine	row2	127.0253	220.32	0.5202534014301163	1.4902716382410233	C2H7NO3S
row7	E4	row7_M+H[1+];row905_M[1+]	C01019	6-Deoxy-L-galactose; L-Fucose	row7	165.0755	315.04	0.5202534014301163	1.4896489193376157	
row12	E6	row12_M+Na[1+];row13_M+Na[1+]	C00082;CE2174	L-Tyrosine$	row12	204.0632	217.7	0.5873654042902873	1.2266486153903888	
row13	E6	row12_M+Na[1+];row13_M+Na[1+]	C00082;CE2174	L-Tyrosine$	row13	204.0632	219.54	0.649473456478247	0.9850437688656489	
row32	E10	row32_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate	row32	166.0493	33.58	0.24038702709817522	4.640213445203942	
row37	E14	row37_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row37	205.0682	197.55	0.8968111486495094	-0.2988524656947094	
row38	E15	row38_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row38	205.0682	215.86	0.6309851878621613	1.066608367810643	
row41	E20	row41_M[1+];row62_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate	row41	130.0631	272.12	0.6574387619479839	0.9499308225313916	
row45	E24	row45_M+H[1+];row728_M+Na[1+];row81_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row45	205.0971	166.16	0.03565797806358588	-14.817600000692014	C11H12N2O2
row51	E27	row51_M(C13)+H[1+];row538_M+Na[1+]	C00906	5,6-Dihydrothymine	row51	130.0689	272.25	0.4299352616622687	2.485448790777139	C6H11NS,C6H11NS
row52	E28	row52_M+H[1+];row53_M+H[1+]	C02571	O-Acetylcarnitine	row52	205.1317	410.4	0.6090492788964653	-1.1389068607374493	
