EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row2;row465;row916	row2_M(C13)+H[1+];row465_M+Na[1+];row916_M+H[1+]	C00245	Taurine
E4	row7;row905	row7_M+H[1+];row905_M[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E6	row12;row13	row12_M+Na[1+];row13_M+Na[1+]	C00082;CE2174	L-Tyrosine$
E8	row215	row215_M+H[1+]	C02505	2-Phenylacetamide
E10	row32	row32_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E14	row37	row37_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E15	row38	row38_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E19	row61	row61_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E20	row41;row62	row41_M[1+];row62_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E21	row1448	row1448_M+Na[1+]	C00670	sn-Glycero-3-phosphocholine
E24	row45;row728;row81	row45_M+H[1+];row728_M+Na[1+];row81_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E27	row51;row538	row51_M(C13)+H[1+];row538_M+Na[1+]	C00906	5,6-Dihydrothymine
E28	row52;row53	row52_M+H[1+];row53_M+H[1+]	C02571	O-Acetylcarnitine
E29	row57	row57_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E30	row567	row567_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E31	row73;row74	row73_M+Na[1+];row74_M+Na[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E32	row75	row75_M+Na[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E35	row106;row82	row106_M(C13)+H[1+];row82_M+H[1+]	C02714	N-Acetylputrescine
E36	row83	row83_M+H[1+]	C00179	Agmatine; (4-Aminobutyl) guanidine
E37	row115;row87	row115_M(C13)+H[1+];row87_M+H[1+]	C00250	Pyridoxal
E40	row1120;row1181	row1120_M[1+];row1181_M+H[1+]	CE2705;CE5236	quinonoid dihydrobiopterin$O2'-4a-cyclic-tetrahydrobiopterin
E41	row1182	row1182_M+H[1+]	CE2705;CE5236	quinonoid dihydrobiopterin$O2'-4a-cyclic-tetrahydrobiopterin
E42	row117;row94;row95	row117_M(C13)+H[1+];row94_M+H[1+];row95_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
