EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row531	row531_M+Na[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E3	row8	row8_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E4	row9	row9_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E5	row10	row10_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E6	row12;row513;row846	row12_M(C13)+H[1+];row513_M+Na[1+];row846_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E8	row14	row14_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
E10	row20;row21	row20_M+Na[1+];row21_M+Na[1+]	C00506	L-Cysteate
E11	row22;row23;row40;row41	row22_M+H[1+];row23_M+H[1+];row40_M(C13)+H[1+];row41_M(C13)+H[1+]	C00322	2-Oxoadipate
E14	row45;row67	row45_M+H[1+];row67_M(C13)+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E19	row86	row86_M+H[1+]	C00906	5,6-Dihydrothymine
E21	row115;row99	row115_M(C13)+H[1+];row99_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E22	row100;row116	row100_M+H[1+];row116_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E28	row114;row136	row114_M+H[1+];row136_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E30	row794	row794_M+Na[1+]	CE5542	noradrenochrome o-semiquinone
E40	row1510;row334	row1510_M+HCOONa[1+];row334_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E41	row137	row137_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E42	row335	row335_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E44	row138;row167	row138_M+H[1+];row167_M(C13)+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E45	row139	row139_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
