pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Urea cycle/amino group metabolism	10	13	0.001596504495420553	E42,E6,E45,E362,E190,E40,E41,E99,E263,E340	C01250,C00624,C01165/C01157/C00430/C03440/C01110,C00143,C01449,C01250,C01250,C03239/C02946/C04076,C03406,C00019	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate$N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$5,10-Methylenetetrahydrofolate$Queuine; Base Q$N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate$N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid$S-Adenosyl-L-methionine
Porphyrin metabolism	3	3	0.01890597428787497	E59,E45,E167	C02670/C00072/glac,C01165/C01157/C00430/C03440/C01110,C00931	D-glucurono-6,3-lactone/L-Ascorbate/D-glucurono-6,3-lactone$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$Porphobilinogen
Pyrimidine metabolism	8	14	0.05470128560625157	E130,E95,E362,E152,E154,E174,E319,E145	,,C00143,C00299,C00299,C00526,C00705,C00214	$$5,10-Methylenetetrahydrofolate$Uridine$Uridine$Deoxyuridine$dCDP$Thymidine
Arginine and Proline Metabolism	5	8	0.059658852197294346	E22,E45,E99,E263,E340	,C01165/C01157/C00430/C03440/C01110,C03239/C02946/C04076,C03406,C00019	$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid$S-Adenosyl-L-methionine
Aspartate and asparagine metabolism	5	9	0.11368792538442148	E179,E22,E45,E183,E99	,,C01165/C01157/C00430/C03440/C01110,,C03239/C02946/C04076	$$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
Tyrosine metabolism	8	16	0.14049239559700866	E59,E131,E216,E284,E28,E340,E44,E30	C02670/C00072/glac,,,,,C00019,,	D-glucurono-6,3-lactone/L-Ascorbate/D-glucurono-6,3-lactone$$$$$S-Adenosyl-L-methionine$$
Vitamin B9 (folate) metabolism	3	5	0.14544996218805142	E86,E87,E362	,,C00143	$$5,10-Methylenetetrahydrofolate
Alanine and Aspartate Metabolism	3	5	0.14544996218805142	E86,E263,E87	,C03406,	$N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid$
Parathio degradation	2	3	0.15603730778926142	E184,E267	,	$
Propanoate metabolism	2	3	0.15603730778926142	E161,E345	,	$
