EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row4	row4_M+H[1+]	C00366	Urate
E2	row5	row5_M+H[1+]	C00366	Urate
E6	row6	row6_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E7	row7;row8	row7_M+H[1+];row8_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E10	row1293	row1293_M+Na[1+]	C01762	Xanthosine
E17	row54;row74	row54_M+H[1+];row74_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E19	row72	row72_M+Na[1+]	C00073	L-Methionine
E23	row90	row90_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E25	row96	row96_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E26	row105	row105_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E36	row146;row147	row146_M+Na[1+];row147_M+Na[1+]	C01119	Oxidized dithiothreitol
E38	row167	row167_M+H[1+]	C00439	N-Formimidoyl-L-glutamate
E41	row177	row177_M+H[1+]	CE5665	leukoaminochrome
E42	row181	row181_M+H[1+]	C05527	3-Sulfinopyruvate
E44	row188	row188_M+Na[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E45	row191	row191_M+H[1+]	C08276	
E46	row194	row194_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E47	row196	row196_M+H[1+]	C09815	Benzamide
E50	row249	row249_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E51	row257	row257_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E55	row279	row279_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E57	row280	row280_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E58	row529	row529_M+Na[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
