input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row9	E1	row9_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row9	109.0285	24.93	0.9297178177368112	0.2681548917351733	C3H8NO,CH6N4,C4H3N3O
row10	E2	row10_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row10	109.0285	165.25	0.8927659226925737	0.4075320508220547	C3H8NO,CH6N4,C4H3N3O
row50	E11	row50_M+H[1+];row73_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row50	171.0657	191.97	0.8860179631155356	0.4473039061196656	C8H14O5,C8H12O4,C6H9N3O3
row71	E15	row71_M+Na[1+]	C00073	L-Methionine	row71	172.0398	28.62	0.8907168844826232	-0.42337362181657473	C5H8ClN5,C5H7N5,C7H9N2O,C10H9NO3,C10H7NO2
row73	E11	row50_M+H[1+];row73_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row73	172.069	192.36	0.9718387889084042	-0.07940359682433774	C8H12O4
row77	E18	row77_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite	row77	145.0477	26.25	0.8303649399776907	-0.7701999447169876	
row94	E22	row94_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine	row94	116.0469	209.92	0.926884923948698	0.2796266051259741	C3H7N3O2
row100	E24	row100_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde	row100	146.0814	180.11	0.8907168844826232	0.4249942209141349	
row109	E25	row109_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid	row109	173.0333	267.43	0.5735671747776331	-2.1955569543571296	
row140	E34	row140_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	row140	174.0766	222.52	0.961910101159506	-0.1193535461029022	C7H13NO4,C7H15NO5
row149	E12	row149_M+Na[1+];row150_M+Na[1+]	C01119	Oxidized dithiothreitol	row149	174.9865	25.73	0.6503723613080095	1.4686858853611537	
row150	E12	row149_M+Na[1+];row150_M+Na[1+]	C01119	Oxidized dithiothreitol	row150	174.9865	27.57	0.6503723613080095	1.5733882692508103	
