pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Methionine and cysteine metabolism	2	6	0.008150575581883875	E189,E43	C00170,C05527	5-Methylthioadenosine$3-Sulfinopyruvate
Selenoamino acid metabolism	1	4	0.03319048819426939	E153	C05708	Selenomethionine Se-oxide
Arginine and Proline Metabolism	1	6	0.039072346861608265	E189	C00170	5-Methylthioadenosine
Linoleate metabolism	1	8	0.042769515166792706	E184	C14762/C14826/C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid/12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid/9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
Urea cycle/amino group metabolism	1	9	0.043525754138307705	E189	C00170	5-Methylthioadenosine
Vitamin B3 (nicotinate and nicotinamide) metabolism	1	10	0.044450046214603814	E220	C00455	NMN
Tyrosine metabolism	1	11	0.04495420552894715	E94	CE5538/C05653	noradrenochrome/N-Formylanthranilate
Vitamin D3 (cholecalciferol) metabolism	0	0	0.045794471052852705			
Hyaluronan Metabolism	0	1	0.045794471052852705			
N-Glycan biosynthesis	0	1	0.045794471052852705			
Glycolysis and Gluconeogenesis	0	3	0.045794471052852705			
Glycosphingolipid biosynthesis - ganglioseries	0	1	0.045794471052852705			
R Group Synthesis	0	0	0.045794471052852705			
C5-Branched dibasic acid metabolism	0	1	0.045794471052852705			
Pyruvate Metabolism	0	0	0.045794471052852705			
Sialic acid metabolism	0	0	0.045794471052852705			
Chondroitin sulfate degradation	0	0	0.045794471052852705			
Di-unsaturated fatty acid beta-oxidation	0	2	0.045794471052852705			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.045794471052852705			
Hexose phosphorylation	0	2	0.045794471052852705			
Vitamin B2 (riboflavin) metabolism	0	1	0.045794471052852705			
Squalene and cholesterol biosynthesis	0	0	0.045794471052852705			
Galactose metabolism	0	0	0.045794471052852705			
Keratan sulfate degradation	0	1	0.045794471052852705			
Glycerolipid metabolism	0	0	0.045794471052852705			
Carnitine shuttle	0	0	0.045794471052852705			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.045794471052852705			
Alkaloid biosynthesis II	0	1	0.045794471052852705			
Vitamin B1 (thiamin) metabolism	0	1	0.045794471052852705			
Glycosphingolipid biosynthesis - globoseries	0	1	0.045794471052852705			
Histidine metabolism	0	2	0.045794471052852705			
Vitamin B5 - CoA biosynthesis from pantothenate	0	1	0.045794471052852705			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.045794471052852705			
Glycosphingolipid biosynthesis - lactoseries	0	1	0.045794471052852705			
Bile acid biosynthesis	0	1	0.045794471052852705			
Parathio degradation	0	1	0.045794471052852705			
Propanoate metabolism	0	1	0.045794471052852705			
Blood Group Biosynthesis	0	1	0.045794471052852705			
Electron transport chain	0	0	0.045794471052852705			
Vitamin H (biotin) metabolism	0	1	0.045794471052852705			
Biopterin metabolism	0	0	0.045794471052852705			
Vitamin E metabolism	0	1	0.045794471052852705			
Androgen and estrogen biosynthesis and metabolism	0	0	0.045794471052852705			
Glycine, serine, alanine and threonine metabolism	0	4	0.045794471052852705			
Caffeine metabolism	0	0	0.045794471052852705			
Lipoate metabolism	0	0	0.045794471052852705			
Heparan sulfate biosynthesis	0	0	0.045794471052852705			
Drug metabolism - cytochrome P450	0	3	0.045794471052852705			
Vitamin B9 (folate) metabolism	0	1	0.045794471052852705			
Tryptophan metabolism	1	16	0.045794471052852705	E94	CE5538/C05653	noradrenochrome/N-Formylanthranilate
Glyoxylate and Dicarboxylate Metabolism	0	1	0.045794471052852705			
De novo fatty acid biosynthesis	0	3	0.045794471052852705			
Vitamin A (retinol) metabolism	0	3	0.045794471052852705			
Valine, leucine and isoleucine degradation	0	3	0.045794471052852705			
Fatty Acid Metabolism	0	1	0.045794471052852705			
Glycosaminoglycan degradation	0	0	0.045794471052852705			
Fatty acid oxidation	0	0	0.045794471052852705			
Fructose and mannose metabolism	0	1	0.045794471052852705			
ROS Detoxification	0	0	0.045794471052852705			
Xenobiotics metabolism	0	0	0.045794471052852705			
Saturated fatty acids beta-oxidation	0	0	0.045794471052852705			
CoA Catabolism	0	1	0.045794471052852705			
Omega-3 fatty acid metabolism	0	3	0.045794471052852705			
Butanoate metabolism	0	1	0.045794471052852705			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.045794471052852705			
Glycosphingolipid biosynthesis - neolactoseries	0	1	0.045794471052852705			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	0	0.045794471052852705			
Geraniol degradation	0	0	0.045794471052852705			
D4&E4-neuroprostanes formation	0	0	0.045794471052852705			
Vitamin D	0	0	0.045794471052852705			
Dynorphin metabolism	0	0	0.045794471052852705			
Heparan sulfate degradation	0	0	0.045794471052852705			
Fatty acid oxidation, peroxisome	0	0	0.045794471052852705			
Polyunsaturated fatty acid biosynthesis	0	0	0.045794471052852705			
Purine metabolism	0	12	0.045794471052852705			
Alanine and Aspartate Metabolism	0	2	0.045794471052852705			
Glutathione Metabolism	0	1	0.045794471052852705			
Keratan sulfate biosynthesis	0	1	0.045794471052852705			
TCA cycle	0	2	0.045794471052852705			
3-Chloroacrylic acid degradation	0	0	0.045794471052852705			
Arachidonic acid metabolism	0	3	0.045794471052852705			
Sphingolipid metabolism	0	0	0.045794471052852705			
O-Glycan biosynthesis	0	1	0.045794471052852705			
Glycosphingolipid metabolism	0	1	0.045794471052852705			
Limonene and pinene degradation	0	0	0.045794471052852705			
Proteoglycan biosynthesis	0	1	0.045794471052852705			
Vitamin K metabolism	0	0	0.045794471052852705			
Glycerophospholipid metabolism	0	3	0.045794471052852705			
Glutamate metabolism	0	0	0.045794471052852705			
Porphyrin metabolism	0	1	0.045794471052852705			
Phosphatidylinositol phosphate metabolism	0	2	0.045794471052852705			
Benzoate degradation via CoA ligation	0	0	0.045794471052852705			
Prostaglandin formation from arachidonate	0	3	0.045794471052852705			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.045794471052852705			
Vitamin B6 (pyridoxine) metabolism	0	0	0.045794471052852705			
Pentose and Glucuronate Interconversions	0	0	0.045794471052852705			
Atrazine degradation	0	0	0.045794471052852705			
N-Glycan Degradation	0	0	0.045794471052852705			
Leukotriene metabolism	0	2	0.045794471052852705			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.045794471052852705			
Fatty acid activation	0	3	0.045794471052852705			
Carbon fixation	0	1	0.045794471052852705			
Nucleotide Sugar Metabolism	0	0	0.045794471052852705			
Ubiquinone Biosynthesis	0	3	0.045794471052852705			
1- and 2-Methylnaphthalene degradation	0	0	0.045794471052852705			
Pyrimidine metabolism	0	7	0.045794471052852705			
Aspartate and asparagine metabolism	0	5	0.045794471052852705			
Nitrogen metabolism	0	1	0.045794471052852705			
Drug metabolism - other enzymes	0	1	0.045794471052852705			
Aminosugars metabolism	0	3	0.045794471052852705			
Beta-Alanine metabolism	0	1	0.045794471052852705			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.045794471052852705			
C21-steroid hormone biosynthesis and metabolism	0	1	0.045794471052852705			
Starch and Sucrose Metabolism	0	0	0.045794471052852705			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.045794471052852705			
Omega-6 fatty acid metabolism	0	1	0.045794471052852705			
Phytanic acid peroxisomal oxidation	0	1	0.045794471052852705			
Pentose phosphate pathway	0	4	0.045794471052852705			
Lysine metabolism	0	5	0.045794471052852705			
