m/z	rtime	p-value	t-score	custom_id	log2fc	name
209.0968	34.01	0.04589603197471223	-11.504114011596338		-5.448814247205078	
168.0658	23.72	0.035180466423108306	15.483897788399112		2.145230623457312	
282.2521	194.21	0.006191851565695811	-32.84225663806047	C18H34O2	-4.289036219057831	15Z-octadecenoic acid,Petroselinic acid,7Z-Hexadecenyl acetate,trans-8-elaidic acid,trans-12-elaidic acid,cis-8-oleic acid,6E-Hexadecenyl acetate,cis-12-oleic acid,18-Octadecanolide,12Z-Hexadecenyl acetate,10Z-Hexadecenyl acetate,trans-2-oleic acid,16Z-octadecenoic acid,17-octadecenoic acid,11Z-Hexadecenyl acetate,18:1(14E),Petroselaidic acid,3Z-Hexadecenyl acetate,10-Octadecenoic acid,15E-octadecenoic acid,7-Hexadecenyl acetate,3Z-octadecenoic acid,16E-octadecenoic acid,17:1(6)(9Me),4-octadecylenic acid,Dihydromalvalic acid,ethyl 7Z-hexadecenoate,8E-Hexadecenyl acetate,trans-vaccenic acid,Isooctadecenoic acid,Methyl 14-methyl-8E-hexadecenoate,9E-Hexadecenyl acetate,4Z-octadecenoic acid,Thalictric acid,17:1(4)(15Me),7Z-octadecenoic acid,17:1(12)(7Me),Oleic acid,cis-vaccenic acid,2Z-octadecenoic acid,18:1(14Z),5E-Hexadecenyl acetate,10E-octadecenoic acid,9Z-Hexadecenyl acetate,18:1(13E),Cyclopentanetridecanoic acid,2-methyl-16-heptadecenoic acid,17:1(4)(16Me),9-elaidic acid,cis-10-oleic acid,5Z-octadecenoic acid,5Z-Hexadecenyl acetate,3-octadecylenic acid,11E-Hexadecenyl acetate,Methyl 14-methyl-8Z-hexadecenoate,ethyl 9Z-hexadecenoate,11-Cycloheptylundecanoic acid,7E-octadecenoic acid,Ethyl 9-hexadecenoate,13Z-octadecenoic acid
315.137	32.3	0.04589603197471223	11.60015200114775		1.0362257279018436	
330.9638	20.55	0.008738355001173587	-25.699740700515484		-3.4626436242181065	
336.9419	23.33	0.0420588791723797	-14.07094255421778		-0.9116095547590248	
398.9511	20.55	0.006191851565695811	-31.7479543363923		-3.653533763803562	
349.2361	193.81	0.006191851565695811	-33.629070540849845	C19H36O4	-3.6254579633961868	Avocadene 2-acetate,avocadene acetate,Avocadene 4-acetate,Avocadene 1-acetate,Nonadecandioic acid
359.1655	36.27	0.007798652781016136	-27.915746835431417		-1.4658752891967843	
468.1821	193.29	0.004976813743508376	-53.90990905832475		-1.4697462615845787	
363.9427	22.8	0.04589603197471223	-11.842595118740844		-1.0483183486486851	
364.9377	22.67	0.005651055153813191	-41.257206477126346		-1.0745559613887465	
429.1793	193.55	0.04589603197471223	-11.990532212291013	C19H37O6P	-1.623639484915362	CPA(16:0),1-palmitoleyl glycerone-3-phosphate
