pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Histidine metabolism	2	2	0.00033610620956222166	E58,E182	C05130,C00019	Imidazole-4-acetaldehyde; Imidazole acetaldehyde$S-Adenosyl-L-methionine
Tyrosine metabolism	3	12	0.003865221409965549	E39,E19,E182	C05576,CE5542,C00019	3,4-Dihydroxyphenylethyleneglycol$noradrenochrome o-semiquinone$S-Adenosyl-L-methionine
Androgen and estrogen biosynthesis and metabolism	1	1	0.012015796991849424	E182	C00019	S-Adenosyl-L-methionine
Vitamin B12 (cyanocobalamin) metabolism	1	1	0.012015796991849424	E182	C00019	S-Adenosyl-L-methionine
Ubiquinone Biosynthesis	1	1	0.012015796991849424	E182	C00019	S-Adenosyl-L-methionine
Propanoate metabolism	1	2	0.029157213679522728	E102	C04225	(Z)-But-2-ene-1,2,3-tricarboxylate; cis-2-Methylaconitate
Glycerophospholipid metabolism	1	2	0.029157213679522728	E182	C00019	S-Adenosyl-L-methionine
Methionine and cysteine metabolism	1	2	0.029157213679522728	E182	C00019	S-Adenosyl-L-methionine
Glycine, serine, alanine and threonine metabolism	1	4	0.04529031173850937	E182	C00019	S-Adenosyl-L-methionine
Vitamin B3 (nicotinate and nicotinamide) metabolism	1	4	0.04529031173850937	E182	C00019	S-Adenosyl-L-methionine
Lysine metabolism	1	4	0.04529031173850937	E182	C00019	S-Adenosyl-L-methionine
Pentose phosphate pathway	1	5	0.05176035627258214	E161		
Arginine and Proline Metabolism	1	6	0.05629779010167213	E182	C00019	S-Adenosyl-L-methionine
Urea cycle/amino group metabolism	1	8	0.061171330140324345	E182	C00019	S-Adenosyl-L-methionine
Tryptophan metabolism	1	10	0.06335602050247878	E182	C00019	S-Adenosyl-L-methionine
Vitamin D3 (cholecalciferol) metabolism	0	0	0.06629694983614823			
Hyaluronan Metabolism	0	1	0.06629694983614823			
N-Glycan biosynthesis	0	1	0.06629694983614823			
Glycolysis and Gluconeogenesis	0	2	0.06629694983614823			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.06629694983614823			
R Group Synthesis	0	0	0.06629694983614823			
C5-Branched dibasic acid metabolism	0	0	0.06629694983614823			
Pyruvate Metabolism	0	0	0.06629694983614823			
Sialic acid metabolism	0	4	0.06629694983614823			
Chondroitin sulfate degradation	0	0	0.06629694983614823			
Di-unsaturated fatty acid beta-oxidation	0	0	0.06629694983614823			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.06629694983614823			
Linoleate metabolism	0	5	0.06629694983614823			
Hexose phosphorylation	0	1	0.06629694983614823			
Vitamin B2 (riboflavin) metabolism	0	0	0.06629694983614823			
Squalene and cholesterol biosynthesis	0	0	0.06629694983614823			
Galactose metabolism	0	4	0.06629694983614823			
Keratan sulfate degradation	0	1	0.06629694983614823			
Glycerolipid metabolism	0	0	0.06629694983614823			
Carnitine shuttle	0	0	0.06629694983614823			
3-oxo-10R-octadecatrienoate beta-oxidation	0	1	0.06629694983614823			
Alkaloid biosynthesis II	0	0	0.06629694983614823			
Vitamin B1 (thiamin) metabolism	0	1	0.06629694983614823			
Glycosphingolipid biosynthesis - globoseries	0	1	0.06629694983614823			
Vitamin B5 - CoA biosynthesis from pantothenate	0	1	0.06629694983614823			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.06629694983614823			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.06629694983614823			
Bile acid biosynthesis	0	0	0.06629694983614823			
Parathio degradation	0	0	0.06629694983614823			
Blood Group Biosynthesis	0	0	0.06629694983614823			
Electron transport chain	0	0	0.06629694983614823			
Vitamin H (biotin) metabolism	0	0	0.06629694983614823			
Biopterin metabolism	0	1	0.06629694983614823			
Vitamin E metabolism	0	0	0.06629694983614823			
Caffeine metabolism	0	0	0.06629694983614823			
Lipoate metabolism	0	0	0.06629694983614823			
Heparan sulfate biosynthesis	0	0	0.06629694983614823			
Drug metabolism - cytochrome P450	0	3	0.06629694983614823			
Vitamin B9 (folate) metabolism	0	1	0.06629694983614823			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.06629694983614823			
De novo fatty acid biosynthesis	0	1	0.06629694983614823			
Vitamin A (retinol) metabolism	0	3	0.06629694983614823			
Valine, leucine and isoleucine degradation	0	0	0.06629694983614823			
Fatty Acid Metabolism	0	0	0.06629694983614823			
Glycosaminoglycan degradation	0	0	0.06629694983614823			
Fatty acid oxidation	0	0	0.06629694983614823			
Fructose and mannose metabolism	0	3	0.06629694983614823			
ROS Detoxification	0	0	0.06629694983614823			
Xenobiotics metabolism	0	0	0.06629694983614823			
Saturated fatty acids beta-oxidation	0	0	0.06629694983614823			
CoA Catabolism	0	0	0.06629694983614823			
Omega-3 fatty acid metabolism	0	0	0.06629694983614823			
Butanoate metabolism	0	2	0.06629694983614823			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.06629694983614823			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.06629694983614823			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	4	0.06629694983614823			
Geraniol degradation	0	0	0.06629694983614823			
D4&E4-neuroprostanes formation	0	1	0.06629694983614823			
Vitamin D	0	0	0.06629694983614823			
Dynorphin metabolism	0	0	0.06629694983614823			
Heparan sulfate degradation	0	1	0.06629694983614823			
Fatty acid oxidation, peroxisome	0	0	0.06629694983614823			
Polyunsaturated fatty acid biosynthesis	0	0	0.06629694983614823			
Purine metabolism	0	3	0.06629694983614823			
Alanine and Aspartate Metabolism	0	3	0.06629694983614823			
Glutathione Metabolism	0	2	0.06629694983614823			
Keratan sulfate biosynthesis	0	0	0.06629694983614823			
TCA cycle	0	2	0.06629694983614823			
3-Chloroacrylic acid degradation	0	0	0.06629694983614823			
Arachidonic acid metabolism	0	0	0.06629694983614823			
Sphingolipid metabolism	0	0	0.06629694983614823			
O-Glycan biosynthesis	0	0	0.06629694983614823			
Glycosphingolipid metabolism	0	1	0.06629694983614823			
Limonene and pinene degradation	0	0	0.06629694983614823			
Proteoglycan biosynthesis	0	0	0.06629694983614823			
Vitamin K metabolism	0	0	0.06629694983614823			
Glutamate metabolism	0	0	0.06629694983614823			
Porphyrin metabolism	0	1	0.06629694983614823			
Phosphatidylinositol phosphate metabolism	0	1	0.06629694983614823			
Benzoate degradation via CoA ligation	0	0	0.06629694983614823			
Prostaglandin formation from arachidonate	0	1	0.06629694983614823			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.06629694983614823			
Vitamin B6 (pyridoxine) metabolism	0	0	0.06629694983614823			
Pentose and Glucuronate Interconversions	0	0	0.06629694983614823			
Atrazine degradation	0	0	0.06629694983614823			
N-Glycan Degradation	0	2	0.06629694983614823			
Leukotriene metabolism	0	1	0.06629694983614823			
Fatty acid activation	0	0	0.06629694983614823			
Carbon fixation	0	0	0.06629694983614823			
Nucleotide Sugar Metabolism	0	0	0.06629694983614823			
1- and 2-Methylnaphthalene degradation	0	0	0.06629694983614823			
Pyrimidine metabolism	0	9	0.06629694983614823			
Aspartate and asparagine metabolism	0	4	0.06629694983614823			
Nitrogen metabolism	0	0	0.06629694983614823			
Drug metabolism - other enzymes	0	1	0.06629694983614823			
Aminosugars metabolism	0	1	0.06629694983614823			
Beta-Alanine metabolism	0	0	0.06629694983614823			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.06629694983614823			
C21-steroid hormone biosynthesis and metabolism	0	0	0.06629694983614823			
Starch and Sucrose Metabolism	0	1	0.06629694983614823			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.06629694983614823			
Omega-6 fatty acid metabolism	0	0	0.06629694983614823			
Phytanic acid peroxisomal oxidation	0	0	0.06629694983614823			
Selenoamino acid metabolism	0	0	0.06629694983614823			
