pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
N-Glycan Degradation	2	2	0.007058230400806655	E71,E91	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159,C01074/C00645/C00140	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Putative anti-Inflammatory metabolites formation from EPA	2	3	0.0201663725737333	E214,E213	CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088,CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088	/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3$/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3
Arachidonic acid metabolism	2	4	0.0433577010335266	E214,E213	CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088,CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088	/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3$/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3
Leukotriene metabolism	2	4	0.0433577010335266	E214,E213	CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088,CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088	/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3$/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3
Hyaluronan Metabolism	1	1	0.04377783379547937	E91	C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Keratan sulfate degradation	1	1	0.04377783379547937	E91	C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Glycosphingolipid biosynthesis - globoseries	1	1	0.04377783379547937	E71	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose
Glycosphingolipid metabolism	1	1	0.04377783379547937	E71	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose
Drug metabolism - other enzymes	1	1	0.04377783379547937	E186	C16615	6-Methylthiopurine 5'-monophosphate ribonucleotide; 6-Methylthioinosine-5'-monophosphate
Galactose metabolism	2	5	0.1078060667170826	E71,E91	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159,C01074/C00645/C00140	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
