input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row5	E1	row5_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid	row5	191.0556	377.3	0.6407778133745843	1.5077182518871517	C7H12O6,C7H14O7
row6	E2	row6_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row6	160.0607	170.45	0.6393126946665574	1.5259924618212832	C6H13NO5
row7	E3	row7_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row7	160.0607	193.78	0.6399017861436441	1.518497653079767	C6H13NO5
row9	E5	row9_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate	row9	71.0127	301.08	0.6902722689714708	1.3053541643317517	
row13	E6	row13_M+H[1+];row14_M+H[1+]	C00322	2-Oxoadipate	row13	161.0449	242.72	0.7356957763921698	1.1073281481013577	C6H12O6,C6H10O5
row14	E6	row13_M+H[1+];row14_M+H[1+]	C00322	2-Oxoadipate	row14	161.0449	245.47	0.639251917688538	1.546911472356167	C6H12O6,C6H10O5
row19	E7	row19_M+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate	row19	193.0348	307.77	0.9413131445001475	-0.18543718079978738	C6H10O7
row49	E10	row49_M+H[1+];row57_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row49	130.05	184.53	0.722234997794633	-1.2065387173188422	
row50	E11	row50_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row50	130.05	299.9	0.660098796990493	1.4642472217448261	
row56	E16	row56_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate	row56	166.0502	47.59	0.7937287874100348	0.7475948387421457	C6H6N4O2,C8H9NO3,C8H8NO3,C8H11NO4
row57	E10	row49_M+H[1+];row57_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row57	131.0533	184.13	0.54798035849934	-2.003333131589167	C6H12OS
row67	E25	row67_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	row67	196.0585	225.32	0.8966342341538559	0.33384157291194577	C6H12O7
